縣市名稱,鄉鎮市區名稱,村里名稱,鄉鎮市區代碼,村里代碼,人口數,面積,人口密度
宜蘭縣,冬山鄉,三奇村,10002080,004,1134,2572613.5099,4.407968766533
宜蘭縣,冬山鄉,丸山村,10002080,013,1663,1900887.4315,8.7485454027529
宜蘭縣,冬山鄉,大進村,10002080,024,944,12725291.0424,0.74182979144024
宜蘭縣,冬山鄉,大興村,10002080,005,1090,2000281.7239,5.4492324104967
宜蘭縣,冬山鄉,中山村,10002080,014,553,6291416.3248,0.87897537128507
宜蘭縣,冬山鄉,太和村,10002080,011,1709,5340413.8058,3.2001265485156
宜蘭縣,冬山鄉,冬山村,10002080,009,1013,151523.3817,66.854368522848
宜蘭縣,冬山鄉,永美村,10002080,016,3389,2305944.8757,14.696795381855
宜蘭縣,冬山鄉,安平村,10002080,010,870,7096344.803,1.2259832690658
宜蘭縣,冬山鄉,東城村,10002080,006,1702,2570419.5909,6.6214870366906
宜蘭縣,冬山鄉,武淵村,10002080,001,1329,3516066.2332,3.7797922788004
宜蘭縣,冬山鄉,南興村,10002080,008,3728,848406.2526,43.941213169697
宜蘭縣,冬山鄉,柯林村,10002080,023,1931,4747655.2415,4.0672708985287
宜蘭縣,冬山鄉,珍珠村,10002080,002,1835,2373667.8877,7.7306518300589
宜蘭縣,冬山鄉,香和村,10002080,007,3517,1072382.3558,32.796138252166
宜蘭縣,冬山鄉,得安村,10002080,020,1348,4209814.914,3.2020410102048
宜蘭縣,冬山鄉,清溝村,10002080,018,4464,929958.3151,48.002151575149
宜蘭縣,冬山鄉,鹿埔村,10002080,019,2722,2685441.648,10.136135343053
宜蘭縣,冬山鄉,順安村,10002080,015,5768,2032089.9839,28.384569805959
宜蘭縣,冬山鄉,群英村,10002080,017,5643,1891062.0716,29.840374278278
宜蘭縣,冬山鄉,補城村,10002080,003,1358,2199192.8519,6.1749927880438
宜蘭縣,冬山鄉,廣安村,10002080,022,1984,1327626.7883,14.943958780317
宜蘭縣,冬山鄉,廣興村,10002080,021,2946,2358116.7549,12.493020092743
宜蘭縣,壯圍鄉,大福村,10002060,013,2015,1964030.1026,10.259516884861
宜蘭縣,壯圍鄉,功勞村,10002060,010,1464,2202657.895,6.6465155724966
宜蘭縣,壯圍鄉,古亭村,10002060,009,1756,3177359.7166,5.5266011928893
宜蘭縣,壯圍鄉,古結村,10002060,014,1216,2218214.0322,5.4818876012338
宜蘭縣,壯圍鄉,永鎮村,10002060,007,949,846863.4173,11.206057324163
宜蘭縣,壯圍鄉,吉祥村,10002060,001,2764,1384515.4127,19.963663637444
宜蘭縣,壯圍鄉,忠孝村,10002060,008,2652,4987265.0859,5.3175436924292
宜蘭縣,壯圍鄉,東港村,10002060,004,1153,2097053.7302,5.4981900720781
宜蘭縣,壯圍鄉,美城村,10002060,011,2406,3604298.8897,6.6753620430193
宜蘭縣,壯圍鄉,美福村,10002060,002,2038,4628498.5152,4.4031557821769
宜蘭縣,壯圍鄉,復興村,10002060,005,1935,3541734.5238,5.4634247343979
宜蘭縣,壯圍鄉,新社村,10002060,012,1227,2634441.6383,4.6575334300887
宜蘭縣,壯圍鄉,新南村,10002060,003,1100,5229079.3511,2.1036207832046
宜蘭縣,壯圍鄉,過嶺村,10002060,006,1807,1384677.2953,13.049972048603
宜蘭縣,宜蘭市,七張里,10002010,016,1668,1433616.4113,11.634911450877
宜蘭縣,宜蘭市,大東里,10002010,005,586,44084.1212,132.92768099912
宜蘭縣,宜蘭市,大道里,10002010,033,1751,103825.1893,168.64886178445
宜蘭縣,宜蘭市,小東里,10002010,021,1503,132421.7773,113.50096869603
宜蘭縣,宜蘭市,中山里,10002010,031,769,51048.2791,150.64170889945
宜蘭縣,宜蘭市,中正里,10002010,020,653,38661.5494,168.90166331513
宜蘭縣,宜蘭市,文化里,10002010,039,4023,272661.0608,147.54582074156
宜蘭縣,宜蘭市,北門里,10002010,028,971,176856.2125,54.903358286043
宜蘭縣,宜蘭市,北津里,10002010,026,2196,561860.0472,39.084466157429
宜蘭縣,宜蘭市,民生里,10002010,003,484,24572.9116,196.96485621183
宜蘭縣,宜蘭市,民族里,10002010,036,3084,160896.834,191.67561743322
宜蘭縣,宜蘭市,民權里,10002010,002,2126,179759.3937,118.26920175021
宜蘭縣,宜蘭市,西門里,10002010,032,1427,122804.7971,116.20067242471
宜蘭縣,宜蘭市,孝廉里,10002010,023,1124,56901.9684,197.53270960658
宜蘭縣,宜蘭市,和睦里,10002010,007,2543,495678.4828,51.303417199695
宜蘭縣,宜蘭市,延平里,10002010,015,7658,2153572.7802,35.559513337129
宜蘭縣,宜蘭市,昇平里,10002010,004,707,40376.1637,175.1033122545
宜蘭縣,宜蘭市,東村里,10002010,014,6121,1041228.4241,58.78633216617
宜蘭縣,宜蘭市,東門里,10002010,019,474,54533.2968,86.919373633028
宜蘭縣,宜蘭市,南門里,10002010,034,561,205060.8486,27.357733269421
宜蘭縣,宜蘭市,南津里,10002010,011,1816,1602768.5731,11.330394359353
宜蘭縣,宜蘭市,南橋里,10002010,009,848,1704072.3007,4.9763146766229
宜蘭縣,宜蘭市,建軍里,10002010,037,3619,1456897.7998,24.840452092774
宜蘭縣,宜蘭市,建業里,10002010,010,1843,2344942.2473,7.8594686164321
宜蘭縣,宜蘭市,思源里,10002010,038,9411,858714.0891,109.59410261759
宜蘭縣,宜蘭市,負郭里,10002010,035,3792,221674.403,171.06169899102
宜蘭縣,宜蘭市,神農里,10002010,001,623,149886.9954,41.564646641786
宜蘭縣,宜蘭市,茭白里,10002010,025,2900,1376352.4937,21.070183788486
宜蘭縣,宜蘭市,梅洲里,10002010,027,3541,3560526.4611,9.9451585002574
宜蘭縣,宜蘭市,凱旋里,10002010,012,2078,2179261.8232,9.5353388834605
宜蘭縣,宜蘭市,復興里,10002010,040,3455,197641.9908,174.81103008602
宜蘭縣,宜蘭市,菜園里,10002010,022,1591,107044.6893,148.6295126273
宜蘭縣,宜蘭市,進士里,10002010,008,6403,1701038.3254,37.641715088896
宜蘭縣,宜蘭市,鄂王里,10002010,030,835,118911.6517,70.220200296823
宜蘭縣,宜蘭市,慈安里,10002010,017,5762,397522.8575,144.94763989766
宜蘭縣,宜蘭市,新民里,10002010,018,644,50491.2631,127.54681908522
宜蘭縣,宜蘭市,新生里,10002010,024,2875,1936666.7479,14.845094041695
宜蘭縣,宜蘭市,新興里,10002010,006,679,166083.0331,40.883164723465
宜蘭縣,宜蘭市,慶和里,10002010,029,883,174324.9821,50.652522051801
宜蘭縣,宜蘭市,黎明里,10002010,013,2124,2493530.1955,8.5180440318434
宜蘭縣,南澳鄉,東岳村,10002120,003,560,62050349.5606,0.090249290127381
宜蘭縣,南澳鄉,武塔村,10002120,005,525,86435712.3487,0.060738783279999
宜蘭縣,南澳鄉,金岳村,10002120,004,565,106287976.589,0.053157470687844
宜蘭縣,南澳鄉,金洋村,10002120,006,599,323469676.631,0.018517964534998
宜蘭縣,南澳鄉,南澳村,10002120,001,1487,37875961.6787,0.39259729234446
宜蘭縣,南澳鄉,碧候村,10002120,002,1199,23069708.3768,0.51972915323272
宜蘭縣,南澳鄉,澳花村,10002120,007,963,76880671.8636,0.12525905102762
宜蘭縣,員山鄉,七賢村,10002070,004,1579,3170463.5067,4.9803443460654
宜蘭縣,員山鄉,中華村,10002070,008,754,27984265.1685,0.26943712670673
宜蘭縣,員山鄉,內城村,10002070,007,1701,4234260.107,4.017230772356
宜蘭縣,員山鄉,永和村,10002070,009,2136,3080881.6436,6.9330803552197
宜蘭縣,員山鄉,同樂村,10002070,012,2903,1363899.9529,21.284552388373
宜蘭縣,員山鄉,尚德村,10002070,002,2468,3868736.5048,6.3793437390681
宜蘭縣,員山鄉,枕山村,10002070,011,2641,20401662.9869,1.2945023166473
宜蘭縣,員山鄉,員山村,10002070,001,6406,2568504.2275,24.940585775228
宜蘭縣,員山鄉,深溝村,10002070,005,2045,5505695.4133,3.7143355134756
宜蘭縣,員山鄉,惠好村,10002070,003,1758,2500655.4385,7.0301568658116
宜蘭縣,員山鄉,湖北村,10002070,015,1187,1198278.1002,9.9058807784427
宜蘭縣,員山鄉,湖西村,10002070,016,1669,51249701.845,0.32566043116655
宜蘭縣,員山鄉,湖東村,10002070,013,1017,4189317.9582,2.427602798707
宜蘭縣,員山鄉,逸仙村,10002070,014,1038,4094882.418,2.5348713199608
宜蘭縣,員山鄉,蓁巷村,10002070,006,1388,5050841.8333,2.7480567513498
宜蘭縣,員山鄉,頭分村,10002070,010,1528,1155371.2961,13.225185749013
宜蘭縣,頭城鎮,二城里,10002040,023,1339,9534985.7472,1.4043020466949
宜蘭縣,頭城鎮,下埔里,10002040,021,1144,906192.1421,12.624254248651
宜蘭縣,頭城鎮,大坑里,10002040,009,1574,1191345.4395,13.211953039083
宜蘭縣,頭城鎮,大里里,10002040,002,817,7903125.7158,1.0337681942306
宜蘭縣,頭城鎮,大溪里,10002040,003,1073,10487998.5485,1.0230741309108
宜蘭縣,頭城鎮,中崙里,10002040,022,1259,1930276.9327,6.5223801759831
宜蘭縣,頭城鎮,外澳里,10002040,006,1078,6826612.6884,1.5791140485116
宜蘭縣,頭城鎮,石城里,10002040,001,352,4260919.1558,0.8261128341777
宜蘭縣,頭城鎮,合興里,10002040,004,422,8324390.1941,0.50694404053656
宜蘭縣,頭城鎮,竹安里,10002040,014,2517,2288899.4175,10.996551358946
宜蘭縣,頭城鎮,更新里,10002040,005,1582,7580661.9899,2.0868889842441
宜蘭縣,頭城鎮,拔雅里,10002040,016,2214,10366003.4969,2.1358279501469
宜蘭縣,頭城鎮,武營里,10002040,008,1934,2161687.4848,8.9467141462353
宜蘭縣,頭城鎮,金盈里,10002040,019,860,756428.6542,11.369214997673
宜蘭縣,頭城鎮,金面里,10002040,018,2078,2190470.6959,9.4865455351194
宜蘭縣,頭城鎮,城北里,10002040,011,606,104047.5929,58.242577565675
宜蘭縣,頭城鎮,城西里,10002040,012,701,78351.6847,89.468401692197
宜蘭縣,頭城鎮,城東里,10002040,010,912,72839.7356,125.20638529061
宜蘭縣,頭城鎮,城南里,10002040,013,774,44443.2921,174.15451543474
宜蘭縣,頭城鎮,頂埔里,10002040,020,1620,1731290.7892,9.3571802617201
宜蘭縣,頭城鎮,港口里,10002040,007,779,1944996.782,4.005148014687
宜蘭縣,頭城鎮,新建里,10002040,015,2433,1321341.7279,18.413101990404
宜蘭縣,頭城鎮,福成里,10002040,017,1192,8171510.3802,1.4587266546075
宜蘭縣,頭城鎮,龜山里,10002040,024,829,2692202.2592,3.0792634437739
宜蘭縣,礁溪鄉,二結村,10002050,018,493,24636592.6909,0.20010884061175
宜蘭縣,礁溪鄉,二龍村,10002050,007,1425,1882391.6469,7.5701568392887
宜蘭縣,礁溪鄉,三民村,10002050,010,2952,2671365.2357,11.050529371834
宜蘭縣,礁溪鄉,大忠村,10002050,004,2932,15314754.7653,1.914493601062
宜蘭縣,礁溪鄉,大義村,10002050,005,823,109867.0107,74.908746015422
宜蘭縣,礁溪鄉,六結村,10002050,006,1721,968763.9874,17.764904789854
宜蘭縣,礁溪鄉,玉田村,10002050,009,2468,4381852.3448,5.6323212326604
宜蘭縣,礁溪鄉,玉石村,10002050,002,2204,3875370.7305,5.6871978276918
宜蘭縣,礁溪鄉,玉光村,10002050,013,1137,2527936.2664,4.4977399751426
宜蘭縣,礁溪鄉,白雲村,10002050,001,1898,2458455.1653,7.7202953577898
宜蘭縣,礁溪鄉,白鵝村,10002050,012,946,2188012.1841,4.3235591048096
宜蘭縣,礁溪鄉,光武村,10002050,014,1472,2521913.5787,5.8368375999577
宜蘭縣,礁溪鄉,吳沙村,10002050,015,2924,2077283.2059,14.07607779091
宜蘭縣,礁溪鄉,林美村,10002050,011,1432,8909960.5541,1.6071900557866
宜蘭縣,礁溪鄉,時潮村,10002050,008,1685,5900030.0843,2.855917640969
宜蘭縣,礁溪鄉,匏崙村,10002050,017,1161,12697698.0255,0.91433895944638
宜蘭縣,礁溪鄉,德陽村,10002050,003,4509,2909081.4923,15.49973767299
宜蘭縣,礁溪鄉,龍潭村,10002050,016,3818,4534983.9648,8.4189933848385
宜蘭縣,羅東鎮,大新里,10002020,004,1893,137113.9857,138.06031458686
宜蘭縣,羅東鎮,中山里,10002020,029,1632,63568.7321,256.72999068673
宜蘭縣,羅東鎮,仁和里,10002020,030,1290,65731.9968,196.2514548166
宜蘭縣,羅東鎮,仁愛里,10002020,024,4332,1565792.5914,27.666499533803
宜蘭縣,羅東鎮,仁德里,10002020,011,1445,48861.2531,295.73535435996
宜蘭縣,羅東鎮,公正里,10002020,020,3672,117937.8019,311.35055434673
宜蘭縣,羅東鎮,北成里,10002020,018,3568,1281605.6876,27.840076199113
宜蘭縣,羅東鎮,成功里,10002020,010,1810,201771.0641,89.705627914166
宜蘭縣,羅東鎮,竹林里,10002020,023,3787,913770.4422,41.443669275211
宜蘭縣,羅東鎮,西安里,10002020,017,3320,519132.3435,63.952863688217
宜蘭縣,羅東鎮,東安里,10002020,005,4394,903918.566,48.610573621076
宜蘭縣,羅東鎮,信義里,10002020,022,3846,610236.1286,63.024783682072
宜蘭縣,羅東鎮,南昌里,10002020,008,2782,225947.6348,123.12587394254
宜蘭縣,羅東鎮,南豪里,10002020,009,1570,100960.8487,155.50582430871
宜蘭縣,羅東鎮,國華里,10002020,026,5562,193317.2676,287.71356377272
宜蘭縣,羅東鎮,開明里,10002020,028,1699,91984.0438,184.70594788093
宜蘭縣,羅東鎮,集祥里,10002020,021,1480,108072.9552,136.94452948576
宜蘭縣,羅東鎮,新群里,10002020,006,3201,2217987.7823,14.432000146911
宜蘭縣,羅東鎮,漢民里,10002020,016,4756,255936.7894,185.82713376805
宜蘭縣,羅東鎮,維揚里,10002020,027,3877,242090.6208,160.14664207925
宜蘭縣,羅東鎮,賢文里,10002020,019,4690,272869.7953,171.87684678855
宜蘭縣,羅東鎮,樹林里,10002020,025,4306,478264.8876,90.033789049581
宜蘭縣,羅東鎮,羅莊里,10002020,007,3400,655685.229,51.854149668514
宜蘭縣,蘇澳鎮,永光里,10002030,015,543,121442.8141,44.712402625393
宜蘭縣,蘇澳鎮,永春里,10002030,016,739,9635445.5623,0.76695986212764
宜蘭縣,蘇澳鎮,永榮里,10002030,003,4324,1065925.307,40.565694158906
宜蘭縣,蘇澳鎮,永樂里,10002030,017,577,13488295.9409,0.42777827720282
宜蘭縣,蘇澳鎮,存仁里,10002030,004,1147,2356691.3098,4.8669929541911
宜蘭縣,蘇澳鎮,岳明里,10002030,006,0,203642.9338,0
宜蘭縣,蘇澳鎮,東澳里,10002030,024,421,12574329.3427,0.3348091087215
宜蘭縣,蘇澳鎮,長安里,10002030,014,651,1382348.8701,4.709375571399
宜蘭縣,蘇澳鎮,南正里,10002030,019,1168,358779.4874,32.554815451247
宜蘭縣,蘇澳鎮,南安里,10002030,018,1177,287802.2075,40.896142188207
宜蘭縣,蘇澳鎮,南成里,10002030,020,1383,214128.5905,64.587358314489
宜蘭縣,蘇澳鎮,南建里,10002030,023,1529,816100.4882,18.735437879377
宜蘭縣,蘇澳鎮,南強里,10002030,025,885,2578221.8177,3.4325983665343
宜蘭縣,蘇澳鎮,南寧里,10002030,022,1318,60696.4078,217.14629378775
宜蘭縣,蘇澳鎮,南興里,10002030,021,1779,103236.2134,172.32325183287
宜蘭縣,蘇澳鎮,頂寮里,10002030,002,1077,1732153.0458,6.2176953855863
宜蘭縣,蘇澳鎮,朝陽里,10002030,026,725,13014647.9913,0.55706462478635
宜蘭縣,蘇澳鎮,港邊里,10002030,005,1625,2739292.0818,5.9321896003591
宜蘭縣,蘇澳鎮,新城里,10002030,008,1523,7585960.1556,2.0076562079959
宜蘭縣,蘇澳鎮,聖湖里,10002030,009,2878,7275551.1906,3.9557140409078
宜蘭縣,蘇澳鎮,聖愛里,10002030,027,3326,0,0
宜蘭縣,蘇澳鎮,隘丁里,10002030,007,3267,1953907.6332,16.720340022673
宜蘭縣,蘇澳鎮,龍德里,10002030,001,3919,3043359.5646,12.87721649977
宜蘭縣,蘇澳鎮,蘇北里,10002030,011,1288,928938.0354,13.865295110296
宜蘭縣,蘇澳鎮,蘇西里,10002030,010,3019,870031.2226,34.699904113533
宜蘭縣,蘇澳鎮,蘇東里,10002030,013,639,2106453.6168,3.0335346332986
宜蘭縣,蘇澳鎮,蘇南里,10002030,012,572,64818.8006,88.246001886064
花蓮縣,玉里鎮,三民里,10015030,014,1092,13980232.4649,0.78110289134438
花蓮縣,玉里鎮,大禹里,10015030,015,1301,18794049.9721,0.69224036433411
花蓮縣,玉里鎮,中城里,10015030,001,6440,1934648.5599,33.287699551659
花蓮縣,玉里鎮,永昌里,10015030,003,1580,971207.1059,16.268414742866
花蓮縣,玉里鎮,東豐里,10015030,009,656,37101787.1337,0.17681088990027
花蓮縣,玉里鎮,松浦里,10015030,011,1917,22783146.9158,0.84141142006619
花蓮縣,玉里鎮,長良里,10015030,007,823,14473125.2635,0.56864014165312
花蓮縣,玉里鎮,春日里,10015030,012,1048,22869862.1993,0.45824499984616
花蓮縣,玉里鎮,泰昌里,10015030,004,1879,1243717.0099,15.10793842203
花蓮縣,玉里鎮,國武里,10015030,005,1532,546504.9976,28.032680519443
花蓮縣,玉里鎮,啟模里,10015030,002,2069,1766005.5841,11.715704744243
花蓮縣,玉里鎮,源城里,10015030,006,1560,18608574.9935,0.83832319269203
花蓮縣,玉里鎮,德武里,10015030,013,872,12651175.0521,0.68926403785335
花蓮縣,玉里鎮,樂合里,10015030,008,1209,24964306.7354,0.48429143769717
花蓮縣,玉里鎮,觀音里,10015030,010,1808,18218630.4925,0.99239072922868
花蓮縣,光復鄉,大平村,10015070,003,1127,2374888.3168,4.7454863120408
花蓮縣,光復鄉,大全村,10015070,007,936,18687478.4759,0.50087014211527
花蓮縣,光復鄉,大同村,10015070,005,1314,913674.6965,14.381486157311
花蓮縣,光復鄉,大安村,10015070,001,1011,314190.2576,32.17795509392
花蓮縣,光復鄉,大馬村,10015070,004,1202,13726794.4494,0.87565964831107
花蓮縣,光復鄉,大富村,10015070,009,395,10618278.0616,0.37200005284141
花蓮縣,光復鄉,大華村,10015070,002,1533,1212361.5452,12.644742866264
花蓮縣,光復鄉,大進村,10015070,006,548,1479697.7778,3.7034589645378
花蓮縣,光復鄉,大興村,10015070,008,556,12587533.4259,0.44170687074878
花蓮縣,光復鄉,大豐村,10015070,010,549,8570497.853,0.64056955548718
花蓮縣,光復鄉,北富村,10015070,014,1039,3187098.5469,3.2600184296485
花蓮縣,光復鄉,西富村,10015070,012,1145,13947778.9138,0.8209192352964
花蓮縣,光復鄉,東富村,10015070,011,1160,36230363.311,0.32017343851692
花蓮縣,光復鄉,南富村,10015070,013,976,7783903.8674,1.2538695449306
花蓮縣,吉安鄉,干城村,10015050,009,1437,7657937.6501,1.8764843299308
花蓮縣,吉安鄉,仁安村,10015050,016,2492,3100852.0809,8.0365007262027
花蓮縣,吉安鄉,仁里村,10015050,014,6877,896572.1261,76.703254538085
花蓮縣,吉安鄉,仁和村,10015050,017,4954,3169017.4144,15.632605796008
花蓮縣,吉安鄉,太昌村,10015050,003,4161,3224972.5067,12.902435575359
花蓮縣,吉安鄉,北昌村,10015050,001,8723,1091060.167,79.949761377367
花蓮縣,吉安鄉,永安村,10015050,004,4760,1645263.0256,28.93154423296
花蓮縣,吉安鄉,永興村,10015050,010,3343,4439784.3802,7.5296449415622
花蓮縣,吉安鄉,光華村,10015050,018,1996,12617458.9109,1.5819350109202
花蓮縣,吉安鄉,吉安村,10015050,006,5883,7294258.9996,8.0652469295683
花蓮縣,吉安鄉,宜昌村,10015050,013,4744,474641.3475,99.949151606519
花蓮縣,吉安鄉,東昌村,10015050,015,6063,1593709.3764,38.043322639512
花蓮縣,吉安鄉,南昌村,10015050,012,4796,535368.1069,89.583222052034
花蓮縣,吉安鄉,南華村,10015050,008,1776,5383912.8204,3.2987161182674
花蓮縣,吉安鄉,勝安村,10015050,002,5473,1289302.6162,42.449305005917
花蓮縣,吉安鄉,福興村,10015050,007,3271,4111399.2425,7.955928887147
花蓮縣,吉安鄉,慶豐村,10015050,005,7620,2060375.1017,36.98355699267
花蓮縣,吉安鄉,稻香村,10015050,011,3726,2068500.6017,18.013047697147
花蓮縣,秀林鄉,文蘭村,10015110,006,1358,225957534.107,0.060099788456575
花蓮縣,秀林鄉,水源村,10015110,004,1434,53609696.8246,0.26748892176946
花蓮縣,秀林鄉,秀林村,10015110,003,2150,21833549.2402,0.98472308663468
花蓮縣,秀林鄉,佳民村,10015110,008,1159,48318519.3877,0.23986662147082
花蓮縣,秀林鄉,和平村,10015110,009,1640,305250757.55,0.053726320391895
花蓮縣,秀林鄉,崇德村,10015110,001,1730,85599418.4534,0.20210417678735
花蓮縣,秀林鄉,富世村,10015110,002,2131,530778222.452,0.040148595210926
花蓮縣,秀林鄉,景美村,10015110,007,2166,70347349.5256,0.3079007261264
花蓮縣,秀林鄉,銅門村,10015110,005,1431,282137635.285,0.050719926058588
花蓮縣,卓溪鄉,太平村,10015130,003,885,183969265.693,0.048105861414746
花蓮縣,卓溪鄉,古風村,10015130,006,1141,240521178.684,0.047438649945212
花蓮縣,卓溪鄉,立山村,10015130,002,1248,145615930.989,0.085704908214629
花蓮縣,卓溪鄉,卓清村,10015130,005,1305,253583644.343,0.051462309542127
花蓮縣,卓溪鄉,卓溪村,10015130,004,839,128008035.069,0.065542760620281
花蓮縣,卓溪鄉,崙山村,10015130,001,708,59875451.7908,0.11824545432637
花蓮縣,花蓮市,主力里,10015010,029,3400,193633.2253,175.58970030749
花蓮縣,花蓮市,主工里,10015010,013,835,112450.9235,74.254614725329
花蓮縣,花蓮市,主安里,10015010,042,3170,261770.7238,121.09833956917
花蓮縣,花蓮市,主和里,10015010,006,3891,502481.4694,77.435691402633
花蓮縣,花蓮市,主信里,10015010,004,814,48395.9508,168.19588964455
花蓮縣,花蓮市,主計里,10015010,036,1073,341672.9154,31.404303696236
花蓮縣,花蓮市,主商里,10015010,020,886,59282.5589,149.45373756462
花蓮縣,花蓮市,主勤里,10015010,028,1302,75252.1303,173.01835772748
花蓮縣,花蓮市,主睦里,10015010,005,734,48606.4742,151.00869011396
花蓮縣,花蓮市,主義里,10015010,012,571,33220.9234,171.87962933023
花蓮縣,花蓮市,主農里,10015010,014,4573,310141.3867,147.44887964351
花蓮縣,花蓮市,主學里,10015010,021,2460,155206.6785,158.49833420667
花蓮縣,花蓮市,主權里,10015010,037,6692,421402.9492,158.80287531694
花蓮縣,花蓮市,民心里,10015010,025,1060,2771569.1787,3.8245482311836
花蓮縣,花蓮市,民主里,10015010,027,713,73180.0299,97.430952265845
花蓮縣,花蓮市,民生里,10015010,019,1612,125139.1842,128.81656615434
花蓮縣,花蓮市,民立里,10015010,001,1843,779326.2391,23.648632723163
花蓮縣,花蓮市,民有里,10015010,034,812,50096.977,162.08562844022
花蓮縣,花蓮市,民孝里,10015010,045,4107,2973654.3708,13.811289033214
花蓮縣,花蓮市,民享里,10015010,033,3390,1000504.5261,33.882905189988
花蓮縣,花蓮市,民治里,10015010,011,77,184315.1083,4.1776282319012
花蓮縣,花蓮市,民政里,10015010,017,4368,371675.048,117.52201347668
花蓮縣,花蓮市,民族里,10015010,003,665,124993.9662,53.202568109244
花蓮縣,花蓮市,民勤里,10015010,018,4428,1105520.2518,40.053540338048
花蓮縣,花蓮市,民意里,10015010,010,2566,1429213.282,17.953933344429
花蓮縣,花蓮市,民運里,10015010,002,2332,370924.4346,62.869948228533
花蓮縣,花蓮市,民德里,10015010,009,1923,757504.9543,25.385972581222
花蓮縣,花蓮市,民樂里,10015010,026,739,187234.7037,39.469178811214
花蓮縣,花蓮市,民權里,10015010,035,531,355540.5204,14.935006547287
花蓮縣,花蓮市,國光里,10015010,022,1623,531643.2551,30.527990046534
花蓮縣,花蓮市,國安里,10015010,030,638,169434.6121,37.654644000569
花蓮縣,花蓮市,國防里,10015010,039,1126,106234.3912,105.99204149249
