縣市名稱,鄉鎮市區名稱,村里名稱,鄉鎮市區代碼,村里代碼,人口數,面積,人口密度
新北市,中和區,積穗里,65000030,055,8504,178732.5491,475.79470235397
新北市,中和區,民享里,65000030,056,2793,37182.4081,751.16167637351
新北市,中和區,員山里,65000030,057,6215,297328.2344,209.02824827725
新北市,中和區,嘉穗里,65000030,058,2885,192492.7653,149.87576262951
新北市,中和區,文元里,65000030,059,5600,98474.7515,568.67368687902
新北市,中和區,嘉新里,65000030,060,4256,223736.6259,190.22366064921
新北市,中和區,民安里,65000030,061,5345,109177.882,489.56802440993
新北市,中和區,安穗里,65000030,062,4902,74041.4871,662.06125673562
新北市,中和區,瑞穗里,65000030,063,2463,78222.1952,314.87226786497
新北市,中和區,明穗里,65000030,064,4919,358536.2907,137.19671139555
新北市,中和區,清穗里,65000030,065,3450,138884.2084,248.40837124287
新北市,中和區,自強里,65000030,066,5400,156418.8766,345.2268752581
新北市,中和區,德穗里,65000030,067,4756,103318.7615,460.32297822308
新北市,中和區,民生里,65000030,068,4459,60181.795,740.92173555142
新北市,中和區,國光里,65000030,069,4077,55257.1591,737.82294754274
新北市,中和區,壽德里,65000030,070,4936,88828.1268,555.67984801859
新北市,中和區,明德里,65000030,071,4208,91751.9808,458.62770082017
新北市,中和區,秀水里,65000030,072,3933,85558.7554,459.68410615753
新北市,中和區,德行里,65000030,073,6913,167538.7024,412.62107805366
新北市,中和區,宜安里,65000030,074,1844,58232.1039,316.66381196988
新北市,中和區,安順里,65000030,075,4627,91339.1106,506.57379622
新北市,中和區,秀義里,65000030,076,2783,51111.8082,544.4925738315
新北市,中和區,秀士里,65000030,077,2748,99734.7889,275.53073810136
新北市,中和區,興南里,65000030,078,3511,74302.5748,472.52736657519
新北市,中和區,景本里,65000030,079,2393,39563.2353,604.85447710592
新北市,中和區,福南里,65000030,080,4652,75191.7939,618.68453440369
新北市,中和區,中興里,65000030,081,7083,370620.6273,191.11186691362
新北市,中和區,吉興里,65000030,082,3347,60010.6967,557.73390146294
新北市,中和區,中山里,65000030,083,3039,54654.7347,556.03599883543
新北市,中和區,碧河里,65000030,084,4295,493979.5096,86.946926269834
新北市,中和區,錦中里,65000030,085,4552,357184.5974,127.44110561135
新北市,中和區,錦盛里,65000030,086,4217,119611.4095,352.55834018075
新北市,中和區,民有里,65000030,087,3162,100899.4625,313.38125314592
新北市,中和區,員富里,65000030,088,3495,170018.4598,205.56591349618
新北市,中和區,嘉慶里,65000030,089,4722,242719.8605,194.54526672324
新北市,中和區,冠穗里,65000030,090,3708,60937.2523,608.49478111438
新北市,中和區,國華里,65000030,091,3522,48346.4479,728.49198917052
新北市,中和區,正南里,65000030,092,3864,62611.6716,617.13733258641
新北市,中和區,正行里,65000030,093,3269,70028.638,466.8090217605
新北市,永和區,福林里,65000040,001,3725,63568.1315,585.98544775537
新北市,永和區,文化里,65000040,002,2680,77225.5222,347.03552966069
新北市,永和區,豫溪里,65000040,003,5222,81756.5776,638.72536660585
新北市,永和區,光明里,65000040,004,3233,57934.2062,558.04682795498
新北市,永和區,仁愛里,65000040,005,2774,50629.605,547.90077860572
新北市,永和區,永貞里,65000040,006,3785,76396.7536,495.43990047242
新北市,永和區,永福里,65000040,007,3114,49695.0524,626.62173588935
新北市,永和區,民治里,65000040,008,3306,70793.386,466.99277811066
新北市,永和區,永成里,65000040,009,1098,309389.1447,35.489286512126
新北市,永和區,忠義里,65000040,010,888,56882.0905,156.11240588986
新北市,永和區,永元里,65000040,011,5369,79264.6281,677.35131403461
新北市,永和區,秀林里,65000040,012,4062,81448.2443,498.72161578319
新北市,永和區,保安里,65000040,013,7779,267558.3284,290.74034235893
新北市,永和區,中溪里,65000040,014,5463,91691.9526,595.79928718848
新北市,永和區,永安里,65000040,015,4623,55006.5093,840.44598699885
新北市,永和區,民族里,65000040,016,5238,80820.803,648.10046492609
新北市,永和區,民權里,65000040,017,4977,114496.9841,434.68393854402
新北市,永和區,中興里,65000040,018,3217,63752.1184,504.61068286634
新北市,永和區,勵行里,65000040,019,1279,35285.9761,362.46694618149
新北市,永和區,秀朗里,65000040,020,4389,82387.2042,532.72835783399
新北市,永和區,秀成里,65000040,021,3214,348399.067,92.250534069312
新北市,永和區,上溪里,65000040,022,2140,49975.5857,428.20908850299
新北市,永和區,竹林里,65000040,023,3997,102261.939,390.85900767049
新北市,永和區,雙和里,65000040,024,4194,73912.4587,567.42801873536
新北市,永和區,安和里,65000040,025,4244,77132.3755,550.22290866693
新北市,永和區,水源里,65000040,026,4432,81723.5435,542.31618089345
新北市,永和區,協和里,65000040,027,3171,69242.2513,457.95738013504
新北市,永和區,河堤里,65000040,028,3222,163203.5413,197.42218669614
新北市,永和區,頂溪里,65000040,029,2709,53059.9039,510.55501440514
新北市,永和區,潭墘里,65000040,030,5090,109473.3516,464.95333573034
新北市,永和區,潭安里,65000040,031,5334,81719.6889,652.71907808254
新北市,永和區,大新里,65000040,032,2842,48304.118,588.35563460656
新北市,永和區,保平里,65000040,033,5148,80093.5995,642.7479888702
新北市,永和區,民本里,65000040,034,4373,109905.2244,397.88827363515
新北市,永和區,民樂里,65000040,035,5164,200513.0995,257.53928361174
新北市,永和區,光復里,65000040,036,1856,54710.7881,339.23839601938
新北市,永和區,復興里,65000040,037,2565,53201.902,482.12562024568
新北市,永和區,福和里,65000040,038,5739,92217.5551,622.33269942764
新北市,永和區,得和里,65000040,039,4735,93216.5743,507.95687736403
新北市,永和區,智光里,65000040,040,3832,88654.6183,432.2391854458
新北市,永和區,新生里,65000040,041,976,86177.2759,113.25491433873
新北市,永和區,大同里,65000040,042,1094,22458.6769,487.11685237344
新北市,永和區,前溪里,65000040,043,2168,48656.2357,445.57495433211
新北市,永和區,和平里,65000040,044,5246,101184.4535,518.45909312541
新北市,永和區,新■里,65000040,045,2447,55719.1233,439.16699601051
新北市,永和區,下溪里,65000040,046,4259,74379.6389,572.60294120627
新北市,永和區,秀和里,65000040,047,5367,167718.0717,320.00129417181
新北市,永和區,河濱里,65000040,048,3525,249888.7378,141.06277982088
新北市,永和區,民生里,65000040,049,4487,58400.1164,768.32038642991
新北市,永和區,秀得里,65000040,050,2967,41433.9769,716.07898202984
新北市,永和區,上林里,65000040,051,3798,124453.8391,305.17339018753
新北市,永和區,網溪里,65000040,052,1312,192765.3054,68.062040380011
新北市,永和區,正興里,65000040,053,2398,48632.3356,493.0875662077
新北市,永和區,永興里,65000040,054,3534,67736.5698,521.72703909196
新北市,永和區,桂林里,65000040,055,4023,184511.1871,218.03555996958
新北市,永和區,店街里,65000040,056,4401,64116.9183,686.40229703616
新北市,永和區,信義里,65000040,057,2746,57065.5328,481.20114984715
