COUNTY_ID,COUNTY_ID_NM,TOWN_ID,TOWN_ID_NM,V_ID,V_ID_NM,fld0101,fld0201,fld0301,fld0401
"10002","宜蘭縣","10002090","五結鄉","10002090-001","三興村",786,2228,1180,1048
"10002","宜蘭縣","10002090","五結鄉","10002090-004","上四村",703,1735,892,843
"10002","宜蘭縣","10002090","五結鄉","10002090-009","大吉村",1352,4026,2078,1948
"10002","宜蘭縣","10002090","五結鄉","10002090-005","中興村",579,1506,753,753
"10002","宜蘭縣","10002090","五結鄉","10002090-008","五結村",1422,3997,2110,1887
"10002","宜蘭縣","10002090","五結鄉","10002090-006","四結村",1044,2661,1347,1314
"10002","宜蘭縣","10002090","五結鄉","10002090-014","成興村",1131,3405,1750,1655
"10002","宜蘭縣","10002090","五結鄉","10002090-013","利澤村",821,2460,1261,1199
"10002","宜蘭縣","10002090","五結鄉","10002090-011","孝威村",580,1706,902,804
"10002","宜蘭縣","10002090","五結鄉","10002090-010","協和村",1268,3536,1824,1712
"10002","宜蘭縣","10002090","五結鄉","10002090-015","季新村",1110,3302,1715,1587
"10002","宜蘭縣","10002090","五結鄉","10002090-007","福興村",699,2007,1060,947
"10002","宜蘭縣","10002090","五結鄉","10002090-012","錦眾村",581,1757,934,823
"10002","宜蘭縣","10002090","五結鄉","10002090-003","鎮安村",953,2819,1461,1358
"10002","宜蘭縣","10002080","冬山鄉","10002080-012","八寶村",345,1018,553,465
"10002","宜蘭縣","10002080","冬山鄉","10002080-004","三奇村",339,1134,591,543
"10002","宜蘭縣","10002080","冬山鄉","10002080-013","丸山村",542,1663,874,789
"10002","宜蘭縣","10002080","冬山鄉","10002080-024","大進村",338,944,532,412
"10002","宜蘭縣","10002080","冬山鄉","10002080-005","大興村",354,1090,598,492
"10002","宜蘭縣","10002080","冬山鄉","10002080-014","中山村",206,553,294,259
"10002","宜蘭縣","10002080","冬山鄉","10002080-011","太和村",566,1709,906,803
"10002","宜蘭縣","10002080","冬山鄉","10002080-009","冬山村",397,1013,538,475
"10002","宜蘭縣","10002080","冬山鄉","10002080-016","永美村",1273,3389,1728,1661
"10002","宜蘭縣","10002080","冬山鄉","10002080-010","安平村",276,870,444,426
"10002","宜蘭縣","10002080","冬山鄉","10002080-006","東城村",536,1702,873,829
"10002","宜蘭縣","10002080","冬山鄉","10002080-001","武淵村",514,1329,707,622
"10002","宜蘭縣","10002080","冬山鄉","10002080-008","南興村",1169,3728,1832,1896
"10002","宜蘭縣","10002080","冬山鄉","10002080-023","柯林村",686,1931,1003,928
"10002","宜蘭縣","10002080","冬山鄉","10002080-002","珍珠村",600,1835,940,895
"10002","宜蘭縣","10002080","冬山鄉","10002080-007","香和村",1090,3517,1747,1770
"10002","宜蘭縣","10002080","冬山鄉","10002080-020","得安村",475,1348,721,627
"10002","宜蘭縣","10002080","冬山鄉","10002080-018","清溝村",1509,4464,2211,2253
"10002","宜蘭縣","10002080","冬山鄉","10002080-019","鹿埔村",936,2722,1498,1224
"10002","宜蘭縣","10002080","冬山鄉","10002080-015","順安村",2003,5768,2942,2826
"10002","宜蘭縣","10002080","冬山鄉","10002080-017","群英村",2016,5643,2844,2799
"10002","宜蘭縣","10002080","冬山鄉","10002080-003","補城村",469,1358,704,654
"10002","宜蘭縣","10002080","冬山鄉","10002080-022","廣安村",688,1984,997,987
"10002","宜蘭縣","10002080","冬山鄉","10002080-021","廣興村",1035,2946,1481,1465
"10002","宜蘭縣","10002060","壯圍鄉","10002060-013","大福村",671,2015,1076,939
"10002","宜蘭縣","10002060","壯圍鄉","10002060-010","功勞村",493,1464,767,697
"10002","宜蘭縣","10002060","壯圍鄉","10002060-009","古亭村",609,1756,931,825
"10002","宜蘭縣","10002060","壯圍鄉","10002060-014","古結村",442,1216,630,586
"10002","宜蘭縣","10002060","壯圍鄉","10002060-007","永鎮村",296,949,495,454
"10002","宜蘭縣","10002060","壯圍鄉","10002060-001","吉祥村",961,2764,1398,1366
"10002","宜蘭縣","10002060","壯圍鄉","10002060-008","忠孝村",894,2652,1405,1247
"10002","宜蘭縣","10002060","壯圍鄉","10002060-004","東港村",371,1153,614,539
"10002","宜蘭縣","10002060","壯圍鄉","10002060-011","美城村",822,2406,1317,1089
"10002","宜蘭縣","10002060","壯圍鄉","10002060-002","美福村",709,2038,1105,933
"10002","宜蘭縣","10002060","壯圍鄉","10002060-005","復興村",648,1935,1015,920
"10002","宜蘭縣","10002060","壯圍鄉","10002060-012","新社村",446,1227,671,556
"10002","宜蘭縣","10002060","壯圍鄉","10002060-003","新南村",409,1100,596,504
"10002","宜蘭縣","10002060","壯圍鄉","10002060-006","過嶺村",608,1807,959,848
"10002","宜蘭縣","10002010","宜蘭市","10002010-016","七張里",474,1668,881,787
"10002","宜蘭縣","10002010","宜蘭市","10002010-005","大東里",236,586,290,296
"10002","宜蘭縣","10002010","宜蘭市","10002010-033","大道里",602,1751,851,900
"10002","宜蘭縣","10002010","宜蘭市","10002010-021","小東里",559,1503,756,747
"10002","宜蘭縣","10002010","宜蘭市","10002010-031","中山里",318,769,398,371
"10002","宜蘭縣","10002010","宜蘭市","10002010-020","中正里",284,653,349,304
"10002","宜蘭縣","10002010","宜蘭市","10002010-039","文化里",1431,4023,1939,2084
"10002","宜蘭縣","10002010","宜蘭市","10002010-028","北門里",361,971,510,461
"10002","宜蘭縣","10002010","宜蘭市","10002010-026","北津里",754,2196,1096,1100
"10002","宜蘭縣","10002010","宜蘭市","10002010-003","民生里",222,484,257,227
"10002","宜蘭縣","10002010","宜蘭市","10002010-036","民族里",1119,3084,1493,1591
"10002","宜蘭縣","10002010","宜蘭市","10002010-002","民權里",948,2126,1096,1030
"10002","宜蘭縣","10002010","宜蘭市","10002010-032","西門里",537,1427,729,698
"10002","宜蘭縣","10002010","宜蘭市","10002010-023","孝廉里",425,1124,600,524
"10002","宜蘭縣","10002010","宜蘭市","10002010-007","和睦里",1036,2543,1236,1307
"10002","宜蘭縣","10002010","宜蘭市","10002010-015","延平里",2612,7658,3682,3976
"10002","宜蘭縣","10002010","宜蘭市","10002010-004","昇平里",287,707,365,342
"10002","宜蘭縣","10002010","宜蘭市","10002010-014","東村里",2101,6121,2941,3180
"10002","宜蘭縣","10002010","宜蘭市","10002010-019","東門里",200,474,232,242
"10002","宜蘭縣","10002010","宜蘭市","10002010-034","南門里",225,561,259,302
"10002","宜蘭縣","10002010","宜蘭市","10002010-011","南津里",659,1816,876,940
"10002","宜蘭縣","10002010","宜蘭市","10002010-009","南橋里",255,848,443,405
"10002","宜蘭縣","10002010","宜蘭市","10002010-037","建軍里",1280,3619,1679,1940
"10002","宜蘭縣","10002010","宜蘭市","10002010-010","建業里",627,1843,939,904
"10002","宜蘭縣","10002010","宜蘭市","10002010-038","思源里",3280,9411,4470,4941
"10002","宜蘭縣","10002010","宜蘭市","10002010-035","負郭里",1372,3792,1783,2009
"10002","宜蘭縣","10002010","宜蘭市","10002010-001","神農里",254,623,320,303
"10002","宜蘭縣","10002010","宜蘭市","10002010-025","茭白里",1007,2900,1434,1466
"10002","宜蘭縣","10002010","宜蘭市","10002010-027","梅洲里",1157,3541,1827,1714
"10002","宜蘭縣","10002010","宜蘭市","10002010-012","凱旋里",836,2078,1053,1025
"10002","宜蘭縣","10002010","宜蘭市","10002010-040","復興里",1383,3455,1638,1817
"10002","宜蘭縣","10002010","宜蘭市","10002010-022","菜園里",614,1591,766,825
"10002","宜蘭縣","10002010","宜蘭市","10002010-008","進士里",2467,6403,3070,3333
"10002","宜蘭縣","10002010","宜蘭市","10002010-030","鄂王里",334,835,428,407
"10002","宜蘭縣","10002010","宜蘭市","10002010-017","慈安里",2091,5762,2773,2989
"10002","宜蘭縣","10002010","宜蘭市","10002010-018","新民里",288,644,327,317
"10002","宜蘭縣","10002010","宜蘭市","10002010-024","新生里",973,2875,1466,1409
"10002","宜蘭縣","10002010","宜蘭市","10002010-006","新興里",254,679,327,352
"10002","宜蘭縣","10002010","宜蘭市","10002010-029","慶和里",315,883,448,435
"10002","宜蘭縣","10002010","宜蘭市","10002010-013","黎明里",679,2124,1086,1038
"10002","宜蘭縣","10002120","南澳鄉","10002120-003","東岳村",176,560,275,285
"10002","宜蘭縣","10002120","南澳鄉","10002120-005","武塔村",190,525,287,238
"10002","宜蘭縣","10002120","南澳鄉","10002120-004","金岳村",170,565,286,279
"10002","宜蘭縣","10002120","南澳鄉","10002120-006","金洋村",204,599,325,274
"10002","宜蘭縣","10002120","南澳鄉","10002120-001","南澳村",472,1487,797,690
"10002","宜蘭縣","10002120","南澳鄉","10002120-002","碧候村",362,1199,646,553
"10002","宜蘭縣","10002120","南澳鄉","10002120-007","澳花村",295,963,516,447
"10002","宜蘭縣","10002070","員山鄉","10002070-004","七賢村",495,1579,866,713
"10002","宜蘭縣","10002070","員山鄉","10002070-008","中華村",314,754,439,315
"10002","宜蘭縣","10002070","員山鄉","10002070-007","內城村",628,1701,895,806
"10002","宜蘭縣","10002070","員山鄉","10002070-009","永和村",710,2136,1106,1030
"10002","宜蘭縣","10002070","員山鄉","10002070-012","同樂村",921,2903,1578,1325
"10002","宜蘭縣","10002070","員山鄉","10002070-002","尚德村",875,2468,1332,1136
"10002","宜蘭縣","10002070","員山鄉","10002070-011","枕山村",904,2641,1430,1211
"10002","宜蘭縣","10002070","員山鄉","10002070-001","員山村",2287,6406,3228,3178
"10002","宜蘭縣","10002070","員山鄉","10002070-005","深溝村",761,2045,1094,951
"10002","宜蘭縣","10002070","員山鄉","10002070-003","惠好村",580,1758,932,826
"10002","宜蘭縣","10002070","員山鄉","10002070-015","湖北村",395,1187,632,555
"10002","宜蘭縣","10002070","員山鄉","10002070-016","湖西村",602,1669,954,715
"10002","宜蘭縣","10002070","員山鄉","10002070-013","湖東村",364,1017,539,478
"10002","宜蘭縣","10002070","員山鄉","10002070-014","逸仙村",383,1038,608,430
"10002","宜蘭縣","10002070","員山鄉","10002070-006","蓁巷村",474,1388,755,633
"10002","宜蘭縣","10002070","員山鄉","10002070-010","頭分村",486,1528,806,722
"10002","宜蘭縣","10002040","頭城鎮","10002040-023","二城里",459,1339,709,630
"10002","宜蘭縣","10002040","頭城鎮","10002040-021","下埔里",401,1144,605,539
"10002","宜蘭縣","10002040","頭城鎮","10002040-009","大坑里",465,1574,800,774
"10002","宜蘭縣","10002040","頭城鎮","10002040-002","大里里",278,817,409,408
"10002","宜蘭縣","10002040","頭城鎮","10002040-003","大溪里",358,1073,566,507
"10002","宜蘭縣","10002040","頭城鎮","10002040-022","中崙里",396,1259,658,601
"10002","宜蘭縣","10002040","頭城鎮","10002040-006","外澳里",372,1078,572,506
"10002","宜蘭縣","10002040","頭城鎮","10002040-001","石城里",130,352,188,164
"10002","宜蘭縣","10002040","頭城鎮","10002040-004","合興里",158,422,223,199
"10002","宜蘭縣","10002040","頭城鎮","10002040-014","竹安里",798,2517,1284,1233
"10002","宜蘭縣","10002040","頭城鎮","10002040-005","更新里",528,1582,812,770
"10002","宜蘭縣","10002040","頭城鎮","10002040-016","拔雅里",766,2214,1100,1114
"10002","宜蘭縣","10002040","頭城鎮","10002040-008","武營里",645,1934,965,969
"10002","宜蘭縣","10002040","頭城鎮","10002040-019","金盈里",282,860,476,384
"10002","宜蘭縣","10002040","頭城鎮","10002040-018","金面里",695,2078,1118,960
"10002","宜蘭縣","10002040","頭城鎮","10002040-011","城北里",219,606,313,293
"10002","宜蘭縣","10002040","頭城鎮","10002040-012","城西里",225,701,369,332
"10002","宜蘭縣","10002040","頭城鎮","10002040-010","城東里",327,912,461,451
"10002","宜蘭縣","10002040","頭城鎮","10002040-013","城南里",275,774,394,380
"10002","宜蘭縣","10002040","頭城鎮","10002040-020","頂埔里",545,1620,837,783
"10002","宜蘭縣","10002040","頭城鎮","10002040-007","港口里",265,779,406,373
"10002","宜蘭縣","10002040","頭城鎮","10002040-015","新建里",814,2433,1243,1190
"10002","宜蘭縣","10002040","頭城鎮","10002040-017","福成里",364,1192,650,542
"10002","宜蘭縣","10002040","頭城鎮","10002040-024","龜山里",229,829,397,432
"10002","宜蘭縣","10002050","礁溪鄉","10002050-018","二結村",193,493,275,218
"10002","宜蘭縣","10002050","礁溪鄉","10002050-007","二龍村",512,1425,765,660
"10002","宜蘭縣","10002050","礁溪鄉","10002050-010","三民村",964,2952,1587,1365
"10002","宜蘭縣","10002050","礁溪鄉","10002050-004","大忠村",1252,2932,1451,1481
"10002","宜蘭縣","10002050","礁溪鄉","10002050-005","大義村",288,823,410,413
"10002","宜蘭縣","10002050","礁溪鄉","10002050-006","六結村",615,1721,882,839
"10002","宜蘭縣","10002050","礁溪鄉","10002050-009","玉田村",926,2468,1328,1140
"10002","宜蘭縣","10002050","礁溪鄉","10002050-002","玉石村",838,2204,1161,1043
"10002","宜蘭縣","10002050","礁溪鄉","10002050-013","玉光村",405,1137,612,525
"10002","宜蘭縣","10002050","礁溪鄉","10002050-001","白雲村",640,1898,1021,877
"10002","宜蘭縣","10002050","礁溪鄉","10002050-012","白鵝村",336,946,530,416
"10002","宜蘭縣","10002050","礁溪鄉","10002050-014","光武村",525,1472,787,685
"10002","宜蘭縣","10002050","礁溪鄉","10002050-015","吳沙村",1035,2924,1540,1384
"10002","宜蘭縣","10002050","礁溪鄉","10002050-011","林美村",478,1432,757,675
"10002","宜蘭縣","10002050","礁溪鄉","10002050-008","時潮村",619,1685,916,769
"10002","宜蘭縣","10002050","礁溪鄉","10002050-017","匏崙村",397,1161,635,526
"10002","宜蘭縣","10002050","礁溪鄉","10002050-003","德陽村",1845,4509,2228,2281
"10002","宜蘭縣","10002050","礁溪鄉","10002050-016","龍潭村",1200,3818,1959,1859
"10002","宜蘭縣","10002020","羅東鎮","10002020-004","大新里",766,1893,919,974
"10002","宜蘭縣","10002020","羅東鎮","10002020-029","中山里",659,1632,804,828
"10002","宜蘭縣","10002020","羅東鎮","10002020-030","仁和里",527,1290,618,672
"10002","宜蘭縣","10002020","羅東鎮","10002020-024","仁愛里",1339,4332,2082,2250
"10002","宜蘭縣","10002020","羅東鎮","10002020-011","仁德里",579,1445,740,705
"10002","宜蘭縣","10002020","羅東鎮","10002020-020","公正里",1264,3672,1772,1900
"10002","宜蘭縣","10002020","羅東鎮","10002020-018","北成里",1181,3568,1706,1862
"10002","宜蘭縣","10002020","羅東鎮","10002020-010","成功里",631,1810,866,944
"10002","宜蘭縣","10002020","羅東鎮","10002020-023","竹林里",1201,3787,1846,1941
"10002","宜蘭縣","10002020","羅東鎮","10002020-017","西安里",1145,3320,1584,1736
"10002","宜蘭縣","10002020","羅東鎮","10002020-005","東安里",1557,4394,2038,2356
"10002","宜蘭縣","10002020","羅東鎮","10002020-022","信義里",1390,3846,1839,2007
"10002","宜蘭縣","10002020","羅東鎮","10002020-008","南昌里",1063,2782,1333,1449
"10002","宜蘭縣","10002020","羅東鎮","10002020-009","南豪里",554,1570,732,838
"10002","宜蘭縣","10002020","羅東鎮","10002020-026","國華里",1893,5562,2549,3013
"10002","宜蘭縣","10002020","羅東鎮","10002020-028","開明里",667,1699,843,856
"10002","宜蘭縣","10002020","羅東鎮","10002020-021","集祥里",675,1480,725,755
"10002","宜蘭縣","10002020","羅東鎮","10002020-006","新群里",1066,3201,1609,1592
"10002","宜蘭縣","10002020","羅東鎮","10002020-016","漢民里",1694,4756,2277,2479
"10002","宜蘭縣","10002020","羅東鎮","10002020-027","維揚里",1308,3877,1832,2045
"10002","宜蘭縣","10002020","羅東鎮","10002020-019","賢文里",1698,4690,2205,2485
"10002","宜蘭縣","10002020","羅東鎮","10002020-025","樹林里",1442,4306,2021,2285
"10002","宜蘭縣","10002020","羅東鎮","10002020-007","羅莊里",1293,3400,1581,1819
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-015","永光里",212,543,270,273
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-016","永春里",315,739,390,349
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-003","永榮里",1357,4324,2207,2117
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-017","永樂里",196,577,280,297
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-004","存仁里",365,1147,606,541
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-006","岳明里",0,0,0,0
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-024","東澳里",139,421,216,205
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-014","長安里",248,651,338,313
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-019","南正里",395,1168,588,580
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-018","南安里",407,1177,617,560
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-020","南成里",441,1383,708,675
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-023","南建里",468,1529,790,739
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-025","南強里",364,885,466,419
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-022","南寧里",423,1318,679,639
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-021","南興里",600,1779,893,886
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-002","頂寮里",306,1077,552,525
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-026","朝陽里",306,725,397,328
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-005","港邊里",547,1625,865,760
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-008","新城里",513,1523,764,759
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-009","聖湖里",880,2878,1457,1421
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-027","聖愛里",1120,3326,1655,1671
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-007","隘丁里",1017,3267,1663,1604
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-001","龍德里",1267,3919,2022,1897
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-011","蘇北里",464,1288,643,645
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-010","蘇西里",1050,3019,1518,1501
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-013","蘇東里",240,639,317,322
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-012","蘇南里",209,572,277,295
"10015","花蓮縣","10015030","玉里鎮","10015030-014","三民里",416,1092,614,478
"10015","花蓮縣","10015030","玉里鎮","10015030-015","大禹里",474,1301,709,592
"10015","花蓮縣","10015030","玉里鎮","10015030-001","中城里",2204,6440,3240,3200
"10015","花蓮縣","10015030","玉里鎮","10015030-003","永昌里",543,1580,855,725
"10015","花蓮縣","10015030","玉里鎮","10015030-009","東豐里",230,656,378,278
"10015","花蓮縣","10015030","玉里鎮","10015030-011","松浦里",615,1917,1096,821
"10015","花蓮縣","10015030","玉里鎮","10015030-007","長良里",302,823,472,351
"10015","花蓮縣","10015030","玉里鎮","10015030-012","春日里",382,1048,579,469
"10015","花蓮縣","10015030","玉里鎮","10015030-004","泰昌里",495,1879,1076,803
"10015","花蓮縣","10015030","玉里鎮","10015030-005","國武里",523,1532,757,775
"10015","花蓮縣","10015030","玉里鎮","10015030-002","啟模里",810,2069,1069,1000
"10015","花蓮縣","10015030","玉里鎮","10015030-006","源城里",511,1560,856,704
"10015","花蓮縣","10015030","玉里鎮","10015030-013","德武里",284,872,489,383
"10015","花蓮縣","10015030","玉里鎮","10015030-008","樂合里",468,1209,704,505
"10015","花蓮縣","10015030","玉里鎮","10015030-010","觀音里",686,1808,981,827
"10015","花蓮縣","10015070","光復鄉","10015070-003","大平村",426,1127,596,531
"10015","花蓮縣","10015070","光復鄉","10015070-007","大全村",349,936,515,421
"10015","花蓮縣","10015070","光復鄉","10015070-005","大同村",492,1314,691,623
"10015","花蓮縣","10015070","光復鄉","10015070-001","大安村",397,1011,510,501
"10015","花蓮縣","10015070","光復鄉","10015070-004","大馬村",468,1202,628,574
"10015","花蓮縣","10015070","光復鄉","10015070-009","大富村",163,395,208,187
"10015","花蓮縣","10015070","光復鄉","10015070-002","大華村",602,1533,799,734
"10015","花蓮縣","10015070","光復鄉","10015070-006","大進村",213,548,293,255
"10015","花蓮縣","10015070","光復鄉","10015070-008","大興村",211,556,313,243
"10015","花蓮縣","10015070","光復鄉","10015070-010","大豐村",203,549,314,235
"10015","花蓮縣","10015070","光復鄉","10015070-014","北富村",364,1039,561,478
"10015","花蓮縣","10015070","光復鄉","10015070-012","西富村",409,1145,607,538
"10015","花蓮縣","10015070","光復鄉","10015070-011","東富村",396,1160,635,525
"10015","花蓮縣","10015070","光復鄉","10015070-013","南富村",336,976,519,457
"10015","花蓮縣","10015050","吉安鄉","10015050-009","干城村",631,1437,809,628
"10015","花蓮縣","10015050","吉安鄉","10015050-016","仁安村",941,2492,1294,1198
"10015","花蓮縣","10015050","吉安鄉","10015050-014","仁里村",2615,6877,3376,3501
"10015","花蓮縣","10015050","吉安鄉","10015050-017","仁和村",1826,4954,2600,2354
"10015","花蓮縣","10015050","吉安鄉","10015050-003","太昌村",1521,4161,2203,1958
"10015","花蓮縣","10015050","吉安鄉","10015050-001","北昌村",3234,8723,4185,4538
"10015","花蓮縣","10015050","吉安鄉","10015050-004","永安村",1827,4760,2400,2360
"10015","花蓮縣","10015050","吉安鄉","10015050-010","永興村",1197,3343,1713,1630
"10015","花蓮縣","10015050","吉安鄉","10015050-018","光華村",807,1996,1051,945
"10015","花蓮縣","10015050","吉安鄉","10015050-006","吉安村",2299,5883,3053,2830
"10015","花蓮縣","10015050","吉安鄉","10015050-013","宜昌村",1696,4744,2385,2359
"10015","花蓮縣","10015050","吉安鄉","10015050-015","東昌村",2294,6063,3139,2924
"10015","花蓮縣","10015050","吉安鄉","10015050-012","南昌村",1684,4796,2337,2459
"10015","花蓮縣","10015050","吉安鄉","10015050-008","南華村",625,1776,955,821
"10015","花蓮縣","10015050","吉安鄉","10015050-002","勝安村",2089,5473,2708,2765
"10015","花蓮縣","10015050","吉安鄉","10015050-007","福興村",1143,3271,1715,1556
"10015","花蓮縣","10015050","吉安鄉","10015050-005","慶豐村",2849,7620,3916,3704
"10015","花蓮縣","10015050","吉安鄉","10015050-011","稻香村",1266,3726,1908,1818
"10015","花蓮縣","10015110","秀林鄉","10015110-006","文蘭村",378,1358,707,651
"10015","花蓮縣","10015110","秀林鄉","10015110-004","水源村",420,1434,758,676
"10015","花蓮縣","10015110","秀林鄉","10015110-003","秀林村",676,2150,1063,1087
"10015","花蓮縣","10015110","秀林鄉","10015110-008","佳民村",355,1159,589,570
"10015","花蓮縣","10015110","秀林鄉","10015110-009","和平村",535,1640,874,766
"10015","花蓮縣","10015110","秀林鄉","10015110-001","崇德村",545,1730,897,833
"10015","花蓮縣","10015110","秀林鄉","10015110-002","富世村",679,2131,1109,1022
"10015","花蓮縣","10015110","秀林鄉","10015110-007","景美村",714,2166,1118,1048
"10015","花蓮縣","10015110","秀林鄉","10015110-005","銅門村",409,1431,758,673
"10015","花蓮縣","10015130","卓溪鄉","10015130-003","太平村",224,885,469,416
"10015","花蓮縣","10015130","卓溪鄉","10015130-006","古風村",323,1141,641,500
"10015","花蓮縣","10015130","卓溪鄉","10015130-002","立山村",370,1248,690,558
"10015","花蓮縣","10015130","卓溪鄉","10015130-005","卓清村",327,1305,716,589
"10015","花蓮縣","10015130","卓溪鄉","10015130-004","卓溪村",240,839,471,368
"10015","花蓮縣","10015130","卓溪鄉","10015130-001","崙山村",179,708,402,306
"10015","花蓮縣","10015010","花蓮市","10015010-029","主力里",1292,3400,1620,1780
"10015","花蓮縣","10015010","花蓮市","10015010-013","主工里",290,835,391,444
"10015","花蓮縣","10015010","花蓮市","10015010-042","主安里",1110,3170,1491,1679
"10015","花蓮縣","10015010","花蓮市","10015010-006","主和里",1409,3891,1905,1986
"10015","花蓮縣","10015010","花蓮市","10015010-004","主信里",329,814,383,431
"10015","花蓮縣","10015010","花蓮市","10015010-036","主計里",411,1073,533,540
"10015","花蓮縣","10015010","花蓮市","10015010-020","主商里",315,886,433,453
"10015","花蓮縣","10015010","花蓮市","10015010-028","主勤里",470,1302,630,672
"10015","花蓮縣","10015010","花蓮市","10015010-005","主睦里",279,734,342,392
"10015","花蓮縣","10015010","花蓮市","10015010-012","主義里",218,571,300,271
"10015","花蓮縣","10015010","花蓮市","10015010-014","主農里",1564,4573,2217,2356
"10015","花蓮縣","10015010","花蓮市","10015010-021","主學里",871,2460,1157,1303
"10015","花蓮縣","10015010","花蓮市","10015010-037","主權里",2436,6692,3208,3484
"10015","花蓮縣","10015010","花蓮市","10015010-025","民心里",403,1060,579,481
"10015","花蓮縣","10015010","花蓮市","10015010-027","民主里",291,713,341,372
"10015","花蓮縣","10015010","花蓮市","10015010-019","民生里",656,1612,758,854
"10015","花蓮縣","10015010","花蓮市","10015010-001","民立里",749,1843,907,936
"10015","花蓮縣","10015010","花蓮市","10015010-034","民有里",273,812,411,401
"10015","花蓮縣","10015010","花蓮市","10015010-045","民孝里",1635,4107,2076,2031
"10015","花蓮縣","10015010","花蓮市","10015010-033","民享里",1390,3390,1661,1729
"10015","花蓮縣","10015010","花蓮市","10015010-011","民治里",38,77,43,34
"10015","花蓮縣","10015010","花蓮市","10015010-017","民政里",1696,4368,2049,2319
