縣市,鄉鎮,村里,開票所數,蔡蘇得票,馬吳得票,宋林得票,無效票,選舉人數,藍綠比例
金門縣,烏坵鄉,大坵村,1,7,47,0,0,552,0.74074074074074
金門縣,烏坵鄉,小坵村,1,2,47,0,3,648,0.91836734693878
臺南市,官田區,拔林里,1,261,127,15,12,1605,-0.34536082474227
臺南市,官田區,社子里,1,522,111,12,27,2703,-0.64928909952607
臺南市,官田區,嘉南里,1,115,74,5,6,822,-0.21693121693122
臺南市,鹽水區,大豐里,1,188,64,6,3,1086,-0.49206349206349
臺南市,鹽水區,下林里,1,224,55,8,12,1164,-0.60573476702509
臺南市,鹽水區,橋南里,3,1382,888,46,75,10365,-0.21762114537445
金門縣,金城鎮,東門里,2,206,1616,39,30,11355,0.77387486278814
臺南市,鹽水區,河南里,1,268,92,9,27,1614,-0.48888888888889
金門縣,金城鎮,西門里,4,260,3267,82,81,22137,0.85256592004536
金門縣,金城鎮,南門里,3,174,1770,71,39,12318,0.82098765432099
臺南市,鹽水區,飯店里,1,189,86,5,6,1233,-0.37454545454545
臺南市,鹽水區,汫水里,1,539,104,16,18,2877,-0.67651632970451
臺南市,鹽水區,孫厝里,1,203,86,4,6,1341,-0.40484429065744
金門縣,金城鎮,北門里,2,150,1414,45,27,9993,0.80818414322251
臺南市,鹽水區,桐寮里,1,178,45,3,12,918,-0.59641255605381
臺南市,鹽水區,福得里,1,259,166,11,24,1791,-0.21882352941176
金門縣,金湖鎮,瓊林里,2,100,959,24,18,6819,0.81114258734655
金門縣,金沙鎮,大洋里,1,22,364,9,9,2496,0.8860103626943
金門縣,金沙鎮,浦山里,1,37,731,19,39,4902,0.90364583333333
金門縣,金沙鎮,官嶼里,1,30,634,13,21,4668,0.90963855421687
金門縣,金沙鎮,何斗里,1,50,588,14,9,4248,0.84326018808777
金門縣,金沙鎮,汶沙里,3,122,1609,54,33,11526,0.85904101675332
金門縣,金沙鎮,西園里,1,32,435,12,6,3306,0.86295503211991
金門縣,金沙鎮,光前里,1,39,703,10,27,4803,0.89487870619946
金門縣,金沙鎮,三山里,1,21,555,17,36,4158,0.92708333333333
金門縣,烈嶼鄉,林湖村,2,61,980,27,18,7122,0.88280499519693
金門縣,烈嶼鄉,上岐村,1,31,742,21,24,5709,0.91979301423027
金門縣,烈嶼鄉,西口村,1,30,540,8,24,4845,0.89473684210526
金門縣,烈嶼鄉,上林村,1,25,385,11,6,3105,0.8780487804878
金門縣,烈嶼鄉,黃埔村,1,28,376,2,33,3075,0.86138613861386
金門縣,金湖鎮,料羅里,1,38,525,25,18,3828,0.86500888099467
金門縣,金湖鎮,正義里,1,72,758,25,36,5325,0.82650602409639
金門縣,金湖鎮,溪湖里,1,31,428,18,12,3108,0.86492374727669
金門縣,金湖鎮,山外里,2,117,1025,31,15,7449,0.79509632224168
金門縣,金湖鎮,新市里,2,162,1590,52,24,10713,0.81506849315068
金門縣,金湖鎮,新湖里,3,251,1968,81,27,14343,0.77377196935557
金門縣,金湖鎮,蓮庵里,1,35,487,12,24,3519,0.86590038314176
新竹縣,芎林鄉,下山村,1,249,599,21,12,3363,0.4127358490566
新竹縣,芎林鄉,石潭村,2,576,1296,69,42,7665,0.38461538461538
新竹縣,芎林鄉,中坑村,1,91,335,18,18,1773,0.57276995305164
新竹縣,芎林鄉,文林村,2,505,1202,60,48,6804,0.4083186877563
新竹縣,芎林鄉,上山村,3,915,1841,108,36,10956,0.33599419448476
新竹縣,芎林鄉,秀湖村,1,179,514,35,24,2745,0.48340548340548
新竹縣,芎林鄉,永興村,1,70,222,9,15,1233,0.52054794520548
新竹縣,芎林鄉,華龍村,1,98,232,10,6,1323,0.40606060606061
新竹縣,芎林鄉,新鳳村,1,400,716,31,42,4518,0.2831541218638
新竹縣,竹北市,大眉里,1,421,732,51,12,4737,0.26973113616652
新竹縣,竹北市,崇義里,2,740,604,35,45,5394,-0.10119047619048
新竹縣,竹北市,隘口里,1,358,646,41,9,3915,0.28685258964143
新竹縣,竹北市,新庄里,1,317,417,25,24,3021,0.13623978201635
新竹縣,竹北市,竹北里,4,968,2584,123,66,14787,0.45495495495495
新竹縣,竹北市,尚義里,2,609,440,45,27,4365,-0.16110581506196
新竹縣,竹北市,新港里,1,542,334,21,12,3402,-0.23744292237443
新竹縣,竹北市,東平里,4,1397,2765,135,54,16425,0.32868813070639
新竹縣,竹北市,十興里,10,3629,7638,326,168,44847,0.35581787521079
新竹縣,竹北市,竹仁里,6,1741,4014,179,93,23595,0.39496090356212
新竹縣,竹北市,白地里,2,682,689,34,21,5652,0.0051057622173596
新竹縣,竹北市,大義里,2,616,507,32,24,4581,-0.097061442564559
新竹縣,竹北市,新社里,5,1493,2789,158,60,17982,0.30266230733302
新竹縣,竹北市,泰和里,3,1128,2338,115,42,14397,0.34910559723024
新竹縣,竹北市,鹿場里,4,1103,2452,111,60,13746,0.37946554149086
新竹縣,竹北市,新國里,3,1131,1835,94,78,12273,0.23735670937289
新竹縣,竹北市,福德里,3,787,1495,77,48,9231,0.3102541630149
新竹縣,竹北市,溪州里,2,716,918,42,36,6402,0.12362301101591
新竹縣,竹北市,北崙里,3,769,1757,86,51,9867,0.39113222486144
新竹縣,竹北市,東海里,2,701,1513,92,36,9099,0.36675700090334
新竹縣,竹北市,麻園里,1,581,660,39,12,4881,0.063658340048348
新竹縣,竹北市,中興里,3,1058,2109,92,42,12495,0.33185980423113
新竹縣,竹北市,竹義里,4,1139,2215,86,45,14142,0.32081097197376
新竹縣,竹北市,聯興里,3,1117,1810,108,78,11802,0.23676118893065
新竹縣,竹北市,斗崙里,6,1819,3963,149,99,22614,0.37080594949844
新竹縣,湖口鄉,鳳山村,2,455,1651,94,96,9129,0.5679012345679
新竹縣,湖口鄉,信勢村,3,1004,2170,84,66,13191,0.36735979836169
新竹縣,湖口鄉,勝利村,3,580,1869,96,69,10521,0.52633728052266
新竹縣,湖口鄉,湖南村,1,310,794,40,36,4599,0.43840579710145
新竹縣,湖口鄉,仁勢村,1,192,436,15,6,2517,0.38853503184713
新竹縣,湖口鄉,德盛村,3,1016,2006,96,48,12168,0.32759761747187
新竹縣,湖口鄉,信義村,2,608,1383,85,24,8148,0.38925163234556
新竹縣,湖口鄉,東興村,3,816,1816,95,51,10731,0.37993920972644
新竹縣,湖口鄉,中興村,4,768,2907,110,120,15396,0.58204081632653
新竹縣,湖口鄉,長嶺村,2,681,1362,77,63,8310,0.33333333333333
新竹縣,湖口鄉,愛勢村,3,953,1971,116,72,11661,0.34815321477428
新竹縣,湖口鄉,中正村,2,549,1127,45,33,6462,0.34486873508353
新竹縣,湖口鄉,長安村,1,335,457,43,9,3198,0.1540404040404
新竹縣,湖口鄉,中勢村,2,596,1341,57,36,7551,0.38461538461538
新竹縣,湖口鄉,和興村,2,849,1179,48,54,8043,0.16272189349112
新竹縣,湖口鄉,波羅村,2,439,844,49,39,5835,0.31566640685892
新竹縣,湖口鄉,湖鏡村,2,387,1381,69,36,6927,0.56221719457014
臺南市,鹽水區,歡雅里,2,775,297,28,48,5022,-0.44589552238806
臺南市,鹽水區,南港里,1,432,176,16,24,2631,-0.42105263157895
新竹縣,湖口鄉,湖口村,2,617,1274,60,45,7668,0.3474352194606
新竹縣,橫山鄉,福興村,1,139,230,14,9,1461,0.24661246612466
新竹縣,橫山鄉,橫山村,3,614,1789,91,69,10095,0.4889721181856
新竹縣,橫山鄉,內灣村,1,158,523,38,33,2994,0.5359765051395
新竹縣,橫山鄉,田寮村,1,216,468,27,15,2649,0.36842105263158
新竹縣,橫山鄉,豐鄉村,1,63,105,21,6,810,0.25
新竹縣,橫山鄉,沙坑村,2,281,511,20,21,3093,0.29040404040404
新竹縣,橫山鄉,豐田村,1,91,166,6,21,1002,0.29182879377432
新竹縣,橫山鄉,大肚村,1,227,826,59,33,4419,0.56885090218424
新竹縣,橫山鄉,力行村,2,156,476,37,24,2568,0.50632911392405
新竹縣,橫山鄉,南昌村,1,45,91,15,9,705,0.33823529411765
新竹縣,竹東鎮,員崠里,2,378,1149,49,33,6399,0.5049115913556
新竹縣,竹東鎮,東華里,1,161,418,11,12,2292,0.44386873920553
新竹縣,竹東鎮,忠孝里,1,267,843,33,30,4509,0.51891891891892
新竹縣,竹東鎮,竹東里,2,323,733,32,30,4101,0.38825757575758
新竹縣,竹東鎮,大鄉里,3,684,2275,87,66,12507,0.53768164920581
新竹縣,竹東鎮,三重里,5,1045,2862,145,75,15930,0.46506270796007
新竹縣,竹東鎮,上坪里,1,66,159,11,12,1029,0.41333333333333
新竹縣,竹東鎮,南華里,1,243,577,38,15,3285,0.40731707317073
新竹縣,竹東鎮,林里,3,632,2006,92,69,10782,0.52084912812737
新竹縣,竹東鎮,柯湖里,1,195,292,17,12,1977,0.19917864476386
新竹縣,竹東鎮,榮華里,5,1117,3582,151,108,18654,0.52457969780804
新竹縣,竹東鎮,榮樂里,2,278,780,37,12,4224,0.47448015122873
新竹縣,竹東鎮,仁愛里,2,581,1660,78,93,9162,0.48148148148148
新竹縣,竹東鎮,二重里,7,1745,4316,213,102,24804,0.42418742781719
新竹縣,竹東鎮,瑞峰里,1,85,201,11,3,1218,0.40559440559441
新竹縣,竹東鎮,中山里,2,354,913,55,24,5154,0.44119968429361
新竹縣,竹東鎮,商華里,2,484,1419,74,39,8574,0.49132947976879
新竹縣,竹東鎮,上里,6,1292,4381,237,144,24090,0.54450907808919
新竹縣,竹東鎮,東寧里,3,504,1686,78,63,8994,0.53972602739726
新竹縣,竹東鎮,陸豐里,1,132,308,16,12,1692,0.4
新竹縣,竹東鎮,中正里,2,384,902,43,30,5046,0.40279937791602
新竹縣,竹東鎮,五豐里,6,1066,3616,190,114,20286,0.54463904314396
新竹縣,竹東鎮,頭重里,3,871,2132,106,63,12210,0.41991341991342
新竹縣,竹東鎮,軟橋里,1,83,172,17,6,1092,0.34901960784314
新竹縣,竹東鎮,員山里,1,386,950,38,30,5229,0.42215568862275
新竹縣,關西鎮,玉山里,1,140,190,20,27,1494,0.15151515151515
新竹縣,關西鎮,東光里,1,341,551,21,24,3690,0.23542600896861
新竹縣,關西鎮,上林里,1,184,431,21,15,2562,0.40162601626016
新竹縣,關西鎮,東安里,3,777,1674,91,66,10260,0.36597307221542
新竹縣,關西鎮,北斗里,3,815,1833,82,51,10869,0.38444108761329
新竹縣,關西鎮,大同里,1,315,297,19,18,2382,-0.029411764705882
新竹縣,關西鎮,東平里,1,311,408,22,42,2973,0.13490959666203
新竹縣,關西鎮,南和里,1,245,394,27,6,2580,0.23317683881064
新竹縣,關西鎮,南雄里,1,180,363,18,12,2217,0.33701657458564
新竹縣,關西鎮,新富里,1,202,219,14,6,1833,0.040380047505938
新竹縣,關西鎮,金山里,1,155,279,16,24,1887,0.28571428571429
新竹縣,關西鎮,南山里,1,269,484,26,39,3216,0.28552456839309
新竹縣,關西鎮,東興里,1,107,302,9,9,1593,0.47677261613692
新竹縣,關西鎮,北山里,1,224,337,14,27,2313,0.20142602495544
新竹縣,關西鎮,西安里,2,335,1031,48,51,5472,0.5095168374817
新竹縣,關西鎮,東山里,1,268,341,21,6,2568,0.11986863711002
新竹縣,芎林鄉,芎林村,1,379,797,44,18,4542,0.35544217687075
新竹縣,關西鎮,南新里,1,258,404,32,27,2904,0.22054380664653
新竹縣,關西鎮,錦山里,1,266,450,24,18,3189,0.25698324022346
新竹縣,新埔鎮,旱坑里,2,423,876,43,27,5487,0.34872979214781
新竹縣,新埔鎮,鹿鳴里,1,288,244,21,18,2211,-0.082706766917293
新竹縣,新埔鎮,新生里,1,194,294,12,6,1899,0.20491803278689
新竹縣,新埔鎮,四座里,3,948,1445,73,69,9696,0.20768909318847
新竹縣,新埔鎮,照門里,1,485,581,30,18,4266,0.090056285178236
新竹縣,新埔鎮,北平里,1,238,261,19,9,2016,0.046092184368737
新竹縣,新埔鎮,清水里,1,197,153,8,0,1338,-0.12571428571429
新竹縣,新埔鎮,下寮里,2,548,1052,60,27,6606,0.315
新竹縣,新埔鎮,田新里,3,555,1253,46,45,7317,0.38606194690265
新竹縣,新埔鎮,上寮里,2,506,774,44,21,5373,0.209375
新竹縣,新埔鎮,寶石里,1,270,411,19,12,2637,0.20704845814978
新竹縣,新埔鎮,新埔里,1,268,490,18,24,3000,0.29287598944591
新竹縣,新埔鎮,新民里,1,224,558,19,21,3324,0.42710997442455
新竹縣,新埔鎮,新北里,1,262,230,7,21,1893,-0.065040650406504
新竹縣,新埔鎮,巨埔里,1,425,441,14,15,3327,0.018475750577367
新竹縣,新埔鎮,文山里,3,966,2008,86,87,12261,0.35036987222596
新竹縣,新埔鎮,南平里,1,314,446,21,21,3021,0.17368421052632
新竹縣,新埔鎮,內立里,1,352,481,24,33,3462,0.15486194477791
新竹縣,新埔鎮,五埔里,2,459,911,45,39,5661,0.32992700729927
新竹縣,北埔鄉,外坪村,1,82,114,11,6,909,0.16326530612245
新竹縣,北埔鄉,北埔村,1,250,573,23,3,3357,0.39246658566221
新竹縣,北埔鄉,南興村,1,239,673,43,15,3702,0.47587719298246
新竹縣,北埔鄉,大林村,1,158,388,24,21,2208,0.42124542124542
新竹縣,北埔鄉,南坑村,1,85,177,7,21,1080,0.35114503816794
新竹縣,北埔鄉,南埔村,1,79,212,11,6,1215,0.45704467353952
新竹縣,北埔鄉,大湖村,1,142,266,15,21,1632,0.30392156862745
新竹縣,北埔鄉,水村,1,235,331,28,12,2475,0.16961130742049
新竹縣,尖石鄉,梅花村,1,57,297,20,33,1647,0.67796610169492
新竹縣,尖石鄉,秀巒村,3,163,518,34,21,3486,0.52129221732746
新竹縣,尖石鄉,玉峰村,3,124,437,18,27,2742,0.55793226381462
新竹縣,尖石鄉,義興村,2,97,279,10,6,1734,0.48404255319149
新竹縣,尖石鄉,嘉樂村,2,109,454,28,12,2424,0.61278863232682
新竹縣,尖石鄉,錦屏村,2,88,591,33,30,3183,0.74079528718704
新竹縣,尖石鄉,新樂村,1,65,614,58,18,3297,0.80854197349043
新竹縣,峨眉鄉,石井村,1,182,259,19,9,1917,0.17460317460317
新竹縣,峨眉鄉,中盛村,1,236,277,22,12,2091,0.079922027290448
新竹縣,峨眉鄉,七星村,2,217,235,12,36,1881,0.039823008849557
新竹縣,峨眉鄉,峨眉村,1,202,443,22,39,2607,0.37364341085271
新竹縣,峨眉鄉,湖光村,2,326,327,14,21,2649,0.0015313935681469
新竹縣,峨眉鄉,富興村,1,330,594,28,36,3786,0.28571428571429
新竹縣,新豐鄉,福興村,1,331,419,31,21,3048,0.11733333333333
新竹縣,新豐鄉,中崙村,2,628,1319,76,48,8250,0.35490498202363
新竹縣,新豐鄉,後湖村,2,492,775,36,42,5325,0.22336227308603
新竹縣,新豐鄉,崎頂村,2,520,1198,54,36,7440,0.39464493597206
新竹縣,新豐鄉,員山村,2,371,1030,36,51,5751,0.47037830121342
新竹縣,新豐鄉,埔和村,2,976,849,33,33,7845,-0.06958904109589
新竹縣,新豐鄉,上坑村,1,312,664,33,9,4113,0.36065573770492
新竹縣,新豐鄉,山崎村,3,828,1983,94,42,11415,0.41088580576307
臺南市,鹽水區,後宅里,1,319,115,6,15,1938,-0.47004608294931
新竹市,北區,古賢里,1,359,281,15,18,2622,-0.121875
新竹縣,新豐鄉,松柏村,3,616,1653,75,60,9486,0.45702952842662
新竹縣,新豐鄉,忠孝村,2,606,1634,67,24,8844,0.45892857142857
新竹縣,新豐鄉,新豐村,2,832,684,39,72,6255,-0.097625329815303
新竹縣,新豐鄉,青埔村,1,373,729,38,15,4683,0.32304900181488
新竹縣,新豐鄉,瑞興村,1,438,635,37,15,4605,0.18359739049394
新竹縣,新豐鄉,松林村,3,789,2155,100,63,12114,0.46399456521739
新竹縣,新豐鄉,坡頭村,1,293,297,21,18,2475,0.006779661016949
新竹縣,新豐鄉,重興村,3,939,2187,84,63,13359,0.39923224568138
新竹縣,五峰鄉,花園村,1,80,311,26,9,1890,0.59079283887468
新竹縣,五峰鄉,桃山村,2,198,613,36,21,4020,0.51171393341554
新竹縣,五峰鄉,大隘村,2,101,751,39,18,3924,0.76291079812207
新竹縣,五峰鄉,竹林村,1,38,150,26,15,1038,0.59574468085106
新竹市,北區,民富里,4,1455,1574,97,57,12924,0.039286893364147
新竹市,北區,南勢里,3,1510,1121,78,72,10884,-0.14785252755606
新竹市,北區,西門里、中央里,1,397,277,17,15,2805,-0.17804154302671
新竹市,北區,舊社里,4,1578,2274,134,63,16014,0.18068535825545
新竹市,北區,仁德里,1,292,231,14,6,2160,-0.11663479923518
新竹市,北區,大同里,1,223,322,8,12,2247,0.18165137614679
新竹市,北區,南寮里,4,1529,1733,97,84,14271,0.06253832004905
新竹市,北區,潛園里,1,315,242,18,18,2292,-0.1310592459605
新竹市,北區,湳雅里,2,633,1109,74,57,7170,0.27324913892078
新竹市,北區,北門里,1,387,300,17,18,2778,-0.12663755458515
新竹市,北區,台溪里,1,369,603,25,24,4368,0.24074074074074
新竹市,北區,舊港里,1,180,199,17,6,1695,0.050131926121372
新竹市,北區,中寮里,2,892,1064,58,36,8349,0.087934560327198
新竹市,北區,磐石里,4,1669,1958,108,66,14760,0.07968017645437
新竹市,北區,港北里,1,538,390,25,21,3798,-0.15948275862069
新竹市,北區,光華里,3,896,1450,62,51,11277,0.23614663256607
新竹市,北區,新民里,1,452,506,29,18,4155,0.056367432150313
新竹市,北區,中興里,1,220,175,11,12,1689,-0.11392405063291
新竹市,北區,士林里,2,628,494,50,21,4572,-0.11942959001783
新竹市,北區,水田里,2,839,1143,68,30,8088,0.15338042381433
新竹市,北區,石坊里,1,188,181,13,9,1542,-0.018970189701897
新竹市,北區,大鵬里,1,34,140,14,9,1002,0.60919540229885
新竹市,北區,崇禮里,1,515,342,35,21,3456,-0.20186697782964
新竹市,北區,湳中里,4,1459,2745,132,72,16716,0.30589914367269
新竹市,北區,海濱里,2,932,1074,85,33,8853,0.070787637088734
新竹市,北區,金雅里,2,734,888,44,21,6231,0.094944512946979
新竹市,北區,客雅里,4,1126,2151,106,111,13284,0.31278608483369
新竹市,北區,長和里,1,488,455,35,21,3975,-0.034994697773065
新竹市,北區,中山里,1,290,189,19,12,1905,-0.21085594989562
新竹市,北區,文雅里,3,1169,1519,76,48,10599,0.13020833333333
新竹市,北區,武陵里,4,385,2934,122,93,13395,0.76800241036457
新竹市,北區,育英里,3,1135,1251,72,42,9837,0.04861693210394
新竹市,北區,境福里,3,1437,1867,121,60,13329,0.13014527845036
新竹市,北區,金華里,4,1300,1987,112,45,13302,0.20900517188926
新竹市,北區,興南里,1,484,542,27,27,4266,0.056530214424951
新竹市,北區,西雅里,2,985,990,61,45,8145,0.0025316455696203
新竹市,北區,曲溪里,5,1355,2121,125,78,14907,0.22036823935558
新竹市,北區,新雅里,3,1468,1543,76,48,12411,0.024908668216539
新竹市,北區,光田里,2,650,884,41,18,6204,0.15254237288136
新竹市,北區,金竹里,4,1353,2317,129,72,15030,0.26267029972752
新竹市,北區,康樂里,2,745,839,49,57,6681,0.059343434343434
新竹市,香山區,南隘里,1,217,271,14,36,2082,0.11065573770492
新竹市,香山區,大庄里,2,1002,828,53,54,7659,-0.095081967213115
新竹市,香山區,港南里,2,855,680,45,54,6372,-0.11400651465798
新竹市,香山區,埔前里,2,1061,921,67,45,8442,-0.070635721493441
新竹市,香山區,浸水里,2,841,563,36,27,5829,-0.1980056980057
新竹市,香山區,大湖里,1,281,283,22,30,2310,0.0035460992907801
新竹市,香山區,茄苳里,1,285,298,12,21,2502,0.02229845626072
新竹市,香山區,美山里,1,435,370,26,9,3267,-0.080745341614907
新竹市,香山區,中埔里,2,911,1071,46,30,8124,0.080726538849647
新竹市,香山區,鹽水里,1,487,454,34,24,4005,-0.035069075451647
新竹市,香山區,牛埔里,3,1037,1338,82,36,9897,0.12673684210526
新竹市,香山區,東香里,3,842,1505,84,69,9501,0.28248828291436
新竹市,香山區,樹下里,2,954,564,31,27,6120,-0.25691699604743
新竹市,香山區,頂埔里,3,1276,1553,103,45,11958,0.097914457405444
新竹市,香山區,南港里,1,354,238,16,15,2607,-0.19594594594595
新竹市,香山區,虎林里,2,748,791,44,48,6327,0.027940220922677
新竹市,香山區,海山里,2,734,757,76,54,6339,0.015425888665325
新竹市,香山區,內湖里,3,1266,1552,64,93,11916,0.10149041873669
新竹市,香山區,中隘里,1,418,669,26,24,4725,0.23091076356946
新竹市,香山區,香村里,2,826,1081,57,42,8079,0.13371788148925
新竹市,香山區,頂福里,3,1092,1501,71,45,10557,0.157732356344
新竹市,香山區,香山里,3,1157,1325,85,54,10686,0.067687348912168
新竹市,東區,武功里,3,399,2495,104,75,11343,0.72425708362129
新竹市,東區,成功里,1,246,252,16,6,2064,0.012048192771084
新竹市,東區,東門里,1,256,203,21,3,1926,-0.11546840958606
新竹市,東區,埔頂里,2,847,1181,64,39,8151,0.1646942800789
新竹市,東區,光明里,3,593,1655,61,63,9135,0.47241992882562
新竹市,東區,文華里,3,1163,1976,101,60,12561,0.25899968142721
新竹市,東區,寺前里,1,274,265,18,9,2232,-0.01669758812616
新竹市,東區,建功里,3,281,1303,56,45,6198,0.64520202020202
新竹市,東區,湖濱里,3,1018,1437,68,42,9858,0.17067209775967
新竹市,東區,光鎮里,3,995,1387,72,54,9804,0.16456759026029
新竹市,東區,仙宮里,1,293,511,36,18,3384,0.27114427860697
新竹市,東區,光復里,2,700,855,36,54,6114,0.09967845659164
新竹市,東區,新光里,3,1056,1390,67,30,10017,0.13654946852003
新竹市,東區,錦華里,2,365,1018,60,33,5847,0.47216196673897
新竹市,東區,頂竹里,3,985,1193,57,42,8913,0.095500459136823
新竹市,東區,復中里,3,1208,1877,80,60,12369,0.21685575364668
新竹市,東區,榮光里,1,117,127,5,12,1083,0.040983606557377
新竹市,東區,公園里,2,755,1329,65,45,8448,0.27543186180422
新竹市,東區,龍山里,3,770,1650,75,24,9561,0.36363636363636
新竹市,東區,立功里,1,118,535,30,24,2700,0.6385911179173
新竹市,東區,南市里,1,365,308,17,18,2778,-0.084695393759287
新竹市,東區,柴橋里,3,1147,1981,120,48,12843,0.26662404092072
新竹市,東區,南門里,1,254,261,17,3,2199,0.013592233009709
新竹市,東區,綠水里,5,1335,2797,126,69,16731,0.35382381413359
新竹市,東區,高峰里,4,1575,2401,82,90,16245,0.20774647887324
新竹市,東區,育賢里、三民里,1,317,426,17,12,4692,0.14670255720054
新竹市,東區,南大里,2,509,500,44,27,4317,-0.0089197224975223
新竹市,東區,關帝里,1,227,162,17,9,1653,-0.16709511568123
新竹市,東區,復興里,3,1179,2046,91,63,12981,0.26883720930233
新竹市,東區,振興里,4,1490,2129,125,81,15420,0.17656811273833
新竹市,東區,關東里,3,834,2092,89,72,12000,0.42993848257006
新竹市,東區,科園里,4,1355,3269,128,75,17691,0.41392733564014
新竹市,東區,親仁里,2,278,833,38,30,4611,0.4995499549955
新竹市,東區,前溪里,2,882,1016,64,54,7854,0.070600632244468
新竹市,東區,軍功里,3,539,1996,77,78,10167,0.57475345167653
新竹市,東區,金山里,4,989,2412,88,105,14097,0.41840635107321
新竹市,東區,新莊里,4,1723,3515,178,66,20961,0.34211531118748
新竹市,東區,仙水里,3,911,2051,109,66,11859,0.38487508440243
新竹市,東區,東山里,3,816,1540,87,45,9333,0.30730050933786
新竹市,東區,竹蓮里,1,345,259,22,12,2367,-0.14238410596026
新竹市,東區,水源里,3,1256,1124,86,39,9702,-0.05546218487395
新竹市,東區,福德里,1,431,557,18,9,4065,0.12753036437247
新竹市,東區,東勢里,1,633,898,42,21,6090,0.17308948399739
新竹市,東區,中正里,1,197,179,8,6,1485,-0.047872340425532
新竹市,東區,新興里,3,1019,1189,72,45,8937,0.076992753623188
新竹市,東區,東園里,3,812,1368,81,36,8892,0.25504587155963
新竹市,東區,下竹里,1,169,271,23,0,1746,0.23181818181818
新竹市,東區,明湖里,3,876,1751,108,51,11760,0.33307955843167
新竹市,東區,建華里,2,718,939,50,39,6750,0.13337356668678
新竹市,東區,豐功里,3,913,2213,94,66,12309,0.41586692258477
桃園縣,龍潭鄉,九龍村,2,749,1437,74,69,9378,0.31473010064044
桃園縣,龍潭鄉,富林村,2,675,1707,69,51,9825,0.43324937027708
桃園縣,龍潭鄉,上華村,2,530,1330,64,36,7761,0.43010752688172
桃園縣,龍潭鄉,龍潭村,2,647,799,34,30,5712,0.10511756569848
桃園縣,龍潭鄉,聖德村,2,806,956,53,36,7944,0.085130533484677
桃園縣,龍潭鄉,烏樹林村,2,689,828,53,21,6249,0.091628213579433
桃園縣,龍潭鄉,八德村,3,986,1474,88,39,10647,0.19837398373984
桃園縣,龍潭鄉,高平村,2,921,1017,51,30,8163,0.04953560371517
桃園縣,龍潭鄉,東興村,2,613,1926,87,87,10839,0.51713272942103
桃園縣,龍潭鄉,武漢村,2,606,1007,52,36,7071,0.24860508369498
桃園縣,龍潭鄉,烏林村,2,849,1597,90,75,10437,0.30580539656582
桃園縣,龍潭鄉,建林村,2,618,2017,49,39,10557,0.53092979127135
桃園縣,龍潭鄉,三坑村,1,566,435,24,33,4227,-0.13086913086913
桃園縣,龍潭鄉,中興村,2,850,1840,84,63,11364,0.36802973977695
桃園縣,龍潭鄉,中正村,2,921,1935,85,57,11793,0.35504201680672
桃園縣,龍潭鄉,佳安村,3,580,1794,60,33,9285,0.51137320977254
桃園縣,龍潭鄉,上林村,2,1131,1481,90,51,11049,0.13399693721286
桃園縣,龍潭鄉,北興村,2,374,1010,42,51,6006,0.45953757225434
桃園縣,龍潭鄉,三水村,1,331,170,12,21,1986,-0.32135728542914
桃園縣,龍潭鄉,百年村,2,469,1889,82,39,9618,0.60220525869381
桃園縣,龍潭鄉,龍祥村,2,622,1375,43,48,8643,0.3770655983976
桃園縣,龍潭鄉,凌雲村,2,746,1370,54,33,9075,0.29489603024575
桃園縣,龍潭鄉,三和村,2,579,828,32,27,5466,0.17697228144989
桃園縣,龍潭鄉,三林村,2,589,1336,68,39,7758,0.38805194805195
桃園縣,龍潭鄉,龍星村,2,949,1668,58,27,11526,0.27474207107375
桃園縣,龍潭鄉,大平村,1,557,681,41,9,5124,0.10016155088853
桃園縣,龍潭鄉,永興村,2,724,1141,70,51,7878,0.22359249329759
桃園縣,龍潭鄉,中山村,3,1262,1972,100,81,12987,0.21954236239951
桃園縣,大園鄉,三石村,2,1073,975,69,75,8139,-0.0478515625
桃園縣,大園鄉,田心村,3,1902,1895,105,69,15885,-0.0018435607058204
桃園縣,大園鄉,後厝村,2,745,778,32,30,6225,0.02166776099803
桃園縣,大園鄉,和平村,1,687,388,27,39,4542,-0.27813953488372
桃園縣,大園鄉,橫峰村,5,2169,2411,141,111,19302,0.052838427947598
桃園縣,大園鄉,林村,3,1978,2035,103,117,16875,0.014203837528034
桃園縣,大園鄉,埔心村,3,2065,1729,110,93,15846,-0.088560885608856
臺南市,鹽水區,岸內里,3,1435,899,72,33,9966,-0.22964867180805
臺南市,鹽水區,水秀里,2,685,334,27,39,4539,-0.34445534838077
桃園縣,大園鄉,竹圍村,2,843,1094,61,39,8091,0.1295818275684
桃園縣,大園鄉,溪海村,2,1384,1313,75,60,11727,-0.026325546903967
桃園縣,大園鄉,大海村,1,469,709,39,18,4776,0.20373514431239
桃園縣,大園鄉,北港村,2,833,817,49,72,7221,-0.0096969696969696
桃園縣,大園鄉,海口村,1,489,579,35,27,4536,0.084269662921348
桃園縣,大園鄉,圳頭村,2,909,743,47,27,6849,-0.10048426150121
桃園縣,大園鄉,內海村,1,721,690,34,48,5823,-0.021970233876683
桃園縣,大園鄉,沙崙村,2,877,935,54,93,7830,0.032008830022075
桃園縣,大園鄉,五權村,3,1794,1261,60,72,12240,-0.17446808510638
桃園縣,中壢市,五權里,3,1672,1957,87,87,14916,0.078534031413612
