縣市,鄉鎮,村里,開票所數,蔡蘇得票,馬吳得票,宋林得票,無效票,選舉人數,藍綠比例
新北市,永和區,民權里,3,885,2003,69,60,11511,0.38711911357341
新北市,永和區,上溪里,2,428,850,38,30,5343,0.3302034428795
新北市,永和區,新生里,1,178,428,31,27,2466,0.41254125412541
新北市,永和區,雙和里,2,863,1696,84,51,10152,0.32551778038296
新北市,永和區,民治里,2,579,1367,53,39,7911,0.4049331963001
新北市,永和區,前溪里,1,415,913,39,96,5319,0.375
新北市,永和區,秀林里,2,948,1461,78,27,9483,0.21295143212951
新北市,永和區,桂林里,2,661,1707,85,66,9684,0.44172297297297
新北市,永和區,網溪里,1,271,527,29,18,3225,0.32080200501253
新北市,永和區,和平里,3,1131,2018,86,81,12411,0.28167672276913
新北市,永和區,水源里,3,851,1825,106,36,10641,0.36397608370703
新北市,永和區,福和里,3,987,2415,72,39,13785,0.41975308641975
新北市,永和區,民生里,3,947,1714,81,45,10560,0.28823750469748
新北市,永和區,新里,2,487,1085,47,15,6156,0.38040712468193
新北市,永和區,智光里,2,724,1516,85,54,8994,0.35357142857143
新北市,永和區,協和里,2,655,1246,66,48,7707,0.31088900578643
新北市,永和區,民本里,2,853,1642,62,36,10095,0.31623246492986
新北市,永和區,秀和里,3,1083,2167,94,60,12648,0.33353846153846
新北市,永和區,永興里,2,633,1476,76,36,8661,0.39971550497866
新北市,永和區,潭安里,3,862,2226,109,39,12612,0.44170984455959
新北市,新莊區,立基里,3,1825,2048,110,105,15285,0.057578104828298
新北市,新莊區,昌信里,2,1013,1158,43,24,8286,0.066789497927223
新北市,新莊區,後港里,4,2187,2133,141,66,17421,-0.0125
新北市,新莊區,立泰里,3,1497,1510,76,42,11925,0.0043232457598936
新北市,新莊區,光明里,2,1265,1222,82,33,10434,-0.017289907519099
新北市,新莊區,光榮里,2,1208,1292,77,63,10296,0.0336
新北市,新莊區,豐年里,2,1240,1133,51,39,9651,-0.045090602612726
新北市,新莊區,民有里,2,1098,1199,52,45,9465,0.043970396168916
新北市,新莊區,福興里,3,1658,1631,82,60,12990,-0.0082091821222257
新北市,新莊區,泰豐里,2,691,826,47,27,6207,0.088991430454845
新北市,新莊區,中華里,2,827,818,45,30,6540,-0.0054711246200608
新北市,新莊區,恆安里,3,1271,1475,77,36,10872,0.07428987618354
新北市,新莊區,自強里,2,971,706,46,72,7176,-0.15802027429934
新北市,新莊區,中美里,3,1886,1747,101,36,14565,-0.038260390861547
新北市,新莊區,文衡里,1,719,704,41,15,5472,-0.010541110330288
新北市,新莊區,文德里,1,546,565,34,24,4428,0.017101710171017
新北市,新莊區,文明里,1,635,613,35,21,4833,-0.017628205128205
新北市,新莊區,雙鳳里,6,2450,2987,146,111,23148,0.098767702777267
新北市,新莊區,立功里,2,1207,1097,63,57,9363,-0.047743055555556
新北市,新莊區,龍福里,1,537,714,38,21,5229,0.14148681055156
新北市,新莊區,頭前里,2,1569,1033,62,54,10371,-0.20599538816295
新北市,新莊區,西盛里,5,2847,2844,156,150,23355,-0.00052714812862409
新北市,新莊區,興漢里,3,1051,1300,75,45,9291,0.10591237771161
新北市,新莊區,中港里,3,1874,2024,114,30,15555,0.038481272447409
新北市,新莊區,仁愛里,2,981,805,47,21,7182,-0.098544232922732
新北市,新莊區,南港里,3,1545,1620,105,42,13176,0.023696682464455
新北市,新莊區,後德里,2,907,1052,48,27,7755,0.074017355793772
新北市,新莊區,中原里,5,2688,2740,162,84,21804,0.0095799557848195
新北市,新莊區,立人里,2,490,957,43,24,5604,0.32273669661368
新北市,新莊區,和平里,3,1727,1333,95,48,12453,-0.12875816993464
新北市,新莊區,八德里,2,986,946,58,21,8013,-0.020703933747412
新北市,新莊區,光和里,2,915,716,46,54,6798,-0.12201103617413
新北市,新莊區,丹鳳里,4,2051,2301,140,72,18324,0.057444852941176
新北市,新莊區,中平里,4,2103,2621,124,84,18894,0.10965283657917
新北市,新莊區,全安里,3,1471,1417,83,60,11292,-0.018698060941828
新北市,新莊區,昌隆里,2,1150,1351,84,39,9999,0.080367852858857
新北市,新莊區,中泰里,3,1640,1266,78,60,11754,-0.12869924294563
新北市,新莊區,光正里,2,1220,1230,68,45,9951,0.0040816326530613
新北市,新莊區,自信里,2,864,733,37,18,6501,-0.082028804007514
新北市,新莊區,祥鳳里,2,679,719,37,18,5652,0.028612303290415
新北市,新莊區,龍安里,2,750,730,30,39,6075,-0.013513513513513
新北市,新莊區,立廷里,5,2619,3349,154,93,23775,0.12231903485255
新北市,新莊區,福營里,2,834,735,51,30,6267,-0.063097514340344
新北市,新莊區,信義里,3,1719,1656,81,81,13797,-0.018666666666667
新北市,新莊區,瓊林里,3,2022,1648,90,63,14961,-0.10190735694823
新北市,新莊區,營盤里,2,829,772,38,30,6150,-0.035602748282324
新北市,新莊區,富國里,2,825,674,50,15,6324,-0.10073382254837
新北市,新莊區,海山里,3,1743,1728,73,69,13851,-0.0043215211754538
新北市,新莊區,幸福里,3,1532,1214,64,39,11457,-0.11580480699199
新北市,新莊區,思賢里,2,1362,1299,70,45,10404,-0.023675310033822
新北市,新莊區,合鳳里,3,1400,1357,91,51,11799,-0.015596663039536
新北市,新莊區,裕民里,4,2136,1950,126,102,16974,-0.045521292217327
新北市,新莊區,光華里,4,1926,1955,120,57,16227,0.0074723009533626
新北市,新莊區,國泰里,1,465,537,29,30,4086,0.07185628742515
新北市,新莊區,仁義里,2,1317,960,55,51,9270,-0.15678524374177
新北市,新莊區,建安里,4,1778,1799,101,45,15141,0.0058708414872799
新北市,新莊區,富民里,2,1085,1157,61,39,8994,0.032114183764496
新北市,新莊區,中和里,3,1684,1367,64,84,12048,-0.10390036053753
新北市,新莊區,中隆里,2,1240,1256,72,39,10197,0.0064102564102564
新北市,新莊區,四維里,3,1504,1261,89,33,11916,-0.087884267631103
新北市,新莊區,民安里,3,1581,1766,82,57,13665,0.055273379145503
新北市,新莊區,中全里,2,1338,917,63,57,9309,-0.18669623059867
新北市,新莊區,成德里,3,1452,1482,86,21,12081,0.010224948875256
新北市,新莊區,昌平里,2,1056,1426,92,48,10140,0.14907332796132
新北市,新莊區,文聖里,2,994,1313,82,48,8949,0.13827481577807
新北市,新莊區,思源里,3,1842,1519,70,84,13557,-0.096102350490925
新北市,新莊區,自立里,3,1772,1476,66,81,13173,-0.091133004926108
新北市,新莊區,中信里,5,2605,2533,140,99,20550,-0.014013234721682
新北市,新莊區,民全里,2,1078,1150,56,39,8796,0.032315978456014
新北市,新莊區,化成里,2,1070,853,39,57,7737,-0.11284451378055
新北市,新莊區,龍鳳里,4,2021,2167,109,51,16992,0.034861509073543
新北市,新莊區,萬安里,2,1158,1090,79,63,9711,-0.030249110320285
新北市,新莊區,昌明里,2,1197,1094,62,36,9039,-0.044958533391532
新北市,新莊區,立志里,2,1380,1135,73,45,9924,-0.097415506958251
新北市,新莊區,立德里,2,803,876,54,24,6558,0.043478260869565
新北市,新莊區,榮和里,2,939,1081,52,21,12420,0.07029702970297
新北市,新莊區,民本里,2,1082,815,62,24,8016,-0.14074855034265
新北市,新莊區,建福里,2,828,816,60,27,6681,-0.0072992700729927
新北市,新莊區,福基里,2,916,798,35,33,6792,-0.068844807467911
新北市,新莊區,中宏里,2,1166,1128,65,39,9114,-0.016564952048823
新北市,林口區,林口里,3,1297,1541,106,57,12012,0.085976039464412
新北市,林口區,嘉寶里,1,389,205,21,21,2382,-0.30976430976431
新北市,林口區,太平里,1,553,341,21,24,3633,-0.23713646532438
新北市,林口區,下福里,1,367,388,21,18,3111,0.027814569536424
新北市,林口區,南勢里,5,2205,3915,238,84,25737,0.27941176470588
新北市,林口區,湖南里,5,2567,4258,269,75,28875,0.24776556776557
新北市,林口區,麗園里,2,1027,1394,79,48,9948,0.151590251962
新北市,林口區,湖北里,1,609,401,26,36,3897,-0.20594059405941
新北市,林口區,瑞平里,1,299,188,12,15,1986,-0.22792607802875
嘉義市,西區,竹村里,1,427,307,24,12,3135,-0.16348773841962
澎湖縣,馬公市,山水里,2,550,342,33,30,4536,-0.23318385650224
新北市,林口區,菁湖里,3,1349,1365,93,33,10848,0.0058953574060427
新北市,林口區,東林里,3,1300,1266,114,54,10758,-0.013250194855807
新北市,林口區,仁愛里,3,1196,2172,153,60,14031,0.28978622327791
新北市,林口區,東勢里,3,1406,2170,148,63,14760,0.21364653243848
新北市,林口區,頂福里,1,492,222,19,18,2970,-0.3781512605042
新北市,林口區,西林里,4,1926,2464,151,66,18249,0.12255125284738
新北市,中和區,德行里,3,1413,2642,128,75,15996,0.30308261405672
新北市,中和區,德穗里,3,1249,1623,91,69,11442,0.13022284122563
新北市,中和區,力行里,3,1392,2389,105,81,14619,0.26368685532928
新北市,中和區,秀水里,3,692,1750,77,63,9918,0.43325143325143
新北市,中和區,吉興里,2,694,1329,71,27,8049,0.31389026198715
新北市,中和區,廟美里,3,1231,1654,94,84,11562,0.14662045060659
新北市,中和區,秀成里,2,832,1454,63,21,9120,0.27209098862642
新北市,中和區,嘉新里,2,1056,1399,72,57,10185,0.13971486761711
新北市,中和區,壽德里,3,819,2123,98,78,11487,0.44323589394969
新北市,中和區,民有里,2,882,1090,80,48,7989,0.10547667342799
新北市,中和區,外南里,3,1010,1777,77,72,18168,0.27520631503409
新北市,中和區,福真里,2,1183,1520,89,51,10833,0.12467628560858
新北市,中和區,灰里,1,224,211,13,3,1779,-0.029885057471264
新北市,中和區,自強里,3,1619,1599,90,57,13026,-0.0062150403977626
新北市,中和區,景福里,3,1078,2134,100,78,12807,0.32876712328767
新北市,中和區,壽南里,2,599,1048,39,33,6513,0.27261687917426
新北市,中和區,宜安里,1,370,814,36,36,4758,0.375
新北市,中和區,瑞穗里,2,587,939,54,30,6087,0.23066841415465
新北市,中和區,積穗里,6,2131,3155,171,69,20703,0.19371925841846
新北市,中和區,內南里,3,1119,2232,94,78,13284,0.33213965980304
新北市,中和區,漳和里,2,922,1348,59,48,8925,0.18766519823789
新北市,中和區,碧河里,2,1122,1419,80,54,10008,0.11688311688312
新北市,中和區,忠孝里,4,889,2379,111,78,13233,0.45593635250918
新北市,中和區,復興里,3,1196,2220,102,66,13677,0.29976580796253
新北市,中和區,冠穗里,2,1044,1294,77,69,9231,0.10692899914457
新北市,中和區,瓦里,3,1388,2058,84,117,13839,0.19442832269298
新北市,中和區,頂南里,2,627,1510,62,24,8232,0.41319606925597
新北市,中和區,嘉穗里,2,761,1019,51,33,7107,0.14494382022472
新北市,中和區,枋寮里,2,970,1418,69,42,9396,0.18760469011725
新北市,中和區,正南里,3,682,1640,61,87,9429,0.41257536606374
新北市,中和區,中山里,2,813,1069,56,48,7386,0.13602550478215
新北市,中和區,秀義里,2,668,1118,56,57,7116,0.25195968645017
新北市,中和區,中原里,3,1370,1593,78,45,12018,0.07526155923051
新北市,中和區,南山里,3,1230,2227,75,66,13401,0.28840034712178
新北市,中和區,福祥里,3,1446,1846,93,87,12996,0.12150668286756
新北市,中和區,崇南里,2,647,1812,91,33,9777,0.47376982513217
新北市,中和區,安穗里,3,1341,1533,82,72,11652,0.066805845511482
新北市,中和區,錦和里,3,1371,1975,113,54,13335,0.18051404662283
新北市,中和區,福和里,3,1042,1445,86,48,9861,0.16204262163249
新北市,中和區,秀仁里,2,691,1270,39,33,7827,0.29525752167262
新北市,中和區,國光里,2,1139,1394,62,57,9966,0.1006711409396
新北市,中和區,民生里,2,1253,1570,87,69,11274,0.11229188806234
新北市,中和區,民享里,2,889,925,47,33,6924,0.019845644983462
新北市,中和區,景平里,3,1023,2312,112,78,13563,0.38650674662669
新北市,中和區,清穗里,2,947,1120,62,42,8376,0.083696178035801
新北市,中和區,秀福里,3,1175,2049,105,45,12618,0.27109181141439
新北市,中和區,員山里,3,1673,2050,81,84,14706,0.10126242277733
新北市,中和區,安和里,2,753,1330,86,51,8274,0.27700432069131
新北市,中和區,新南里,4,1721,3330,156,108,20061,0.31855078202336
新北市,中和區,錦中里,3,1113,1548,76,39,10581,0.16347237880496
新北市,中和區,秀山里,3,1083,1933,73,54,11820,0.28183023872679
新北市,中和區,福美里,3,1263,1822,81,60,12066,0.18119935170178
新北市,中和區,景安里,4,1068,2086,104,54,12504,0.32276474318326
新北市,中和區,嘉慶里,3,1217,1491,71,54,11076,0.10118168389956
新北市,中和區,員富里,2,987,1090,50,30,8511,0.04959075589793
新北市,中和區,福南里,2,737,2038,67,84,11133,0.46882882882883
新北市,中和區,錦盛里,2,1054,1410,77,48,10017,0.14448051948052
新北市,中和區,佳和里,3,1221,1852,99,63,12240,0.20533680442564
新北市,中和區,安平里,3,1041,2658,108,75,14430,0.43714517437145
新北市,中和區,橫路里,1,115,132,11,3,1050,0.068825910931174
新北市,中和區,連城里,3,1486,2675,136,93,16326,0.28574861812064
新北市,中和區,秀明里,3,780,2353,106,75,12600,0.50207468879668
新北市,中和區,秀峰里,3,733,1908,83,33,10398,0.44490723210905
新北市,中和區,建和里,3,818,1672,80,42,9633,0.3429718875502
新北市,中和區,中興里,4,1415,2666,114,72,16215,0.30654251408968
新北市,中和區,明穗里,2,1401,1646,90,60,11958,0.080406957663275
新北市,中和區,明德里,3,1179,1316,62,48,10167,0.054909819639279
新北市,中和區,民安里,3,1508,1691,89,72,12894,0.057205376680213
新北市,中和區,平河里,5,2224,3394,159,81,22395,0.20825916696333
新北市,中和區,和興里,3,972,1785,91,57,11145,0.29488574537541
新北市,中和區,安樂里,2,710,1684,73,54,9507,0.40685045948204
新北市,中和區,東南里,3,484,2217,71,39,10503,0.64161421695668
新北市,中和區,錦昌里,1,472,919,45,9,5544,0.32135154565061
新北市,中和區,景文里,2,846,1469,52,39,9054,0.26911447084233
新北市,中和區,泰安里,3,866,1476,79,63,9459,0.26046114432109
新北市,中和區,國華里,2,1007,1105,67,48,8568,0.046401515151515
新北市,中和區,信和里,3,1233,1538,73,78,11172,0.11006856730422
新北市,中和區,秀士里,2,443,1178,67,39,6762,0.45342381246144
新北市,中和區,景南里,2,627,1326,70,42,7962,0.357910906298
新北市,中和區,景本里,2,547,949,53,24,5979,0.26871657754011
新北市,中和區,華南里,3,767,2053,89,54,11364,0.45602836879433
新北市,中和區,文元里,3,1657,1796,92,78,13890,0.04025485085433
新北市,中和區,連和里,2,417,1059,47,39,6105,0.4349593495935
新北市,中和區,興南里,2,688,1409,73,54,8808,0.34382451120649
新北市,中和區,中正里,3,1134,1477,61,63,10575,0.1313672922252
新北市,中和區,福善里,3,1105,1631,92,48,11145,0.1922514619883
新北市,中和區,景新里,2,816,1552,74,45,9639,0.31081081081081
新北市,中和區,中安里,3,840,2016,82,63,11229,0.41176470588235
新北市,中和區,安順里,3,976,2012,91,75,11625,0.34672021419009
新北市,三重區,重明里,2,1105,1062,55,54,8391,-0.019843101061375
新北市,三重區,永安里,2,1360,1203,70,42,9978,-0.061256340226297
新北市,三重區,龍門里,1,670,548,38,27,5064,-0.10016420361248
新北市,三重區,慈福里,2,868,614,43,15,6084,-0.17139001349528
新北市,三重區,信安里,1,652,595,35,33,5061,-0.045709703287891
新北市,三重區,光明里,4,2152,2313,129,75,17646,0.036058230683091
新北市,三重區,仁華里,3,1472,1214,111,51,11010,-0.096053611317945
新北市,三重區,大同里,1,568,630,38,21,4989,0.051752921535893
新北市,三重區,光榮里,1,484,485,16,15,3789,0.001031991744066
臺南市,北區,開元里,2,910,748,44,45,6780,-0.097708082026538
新北市,三重區,錦江里,2,810,736,54,66,6336,-0.047865459249677
新北市,三重區,長元里,2,860,753,70,57,6612,-0.06633601983881
新北市,三重區,德厚里,1,190,115,2,6,1167,-0.24590163934426
新北市,三重區,萬壽里,2,641,698,46,30,5367,0.042569081404033
新北市,三重區,光輝里,1,511,543,28,33,4146,0.030360531309298
新北市,三重區,中民里,1,395,464,28,30,3567,0.080325960419092
新北市,三重區,吉利里,1,458,492,23,45,3918,0.035789473684211
新北市,三重區,二重里,2,747,522,29,18,5223,-0.17730496453901
新北市,三重區,自強里,1,622,580,33,21,4818,-0.034941763727121
新北市,三重區,光陽里,3,2048,2045,99,69,16023,-0.00073295870999268
新北市,三重區,福利里,1,639,720,54,6,5571,0.059602649006623
新北市,三重區,三安里,2,951,855,51,27,7335,-0.053156146179402
新北市,三重區,長福里,1,565,518,37,15,4323,-0.043397968605725
新北市,三重區,中央里,1,648,480,34,15,4572,-0.14893617021277
新北市,三重區,谷王里,1,504,364,31,54,3462,-0.16129032258065
新北市,三重區,大德里,1,270,278,24,9,2187,0.014598540145985
新北市,三重區,開元里,1,537,446,37,30,3984,-0.092573753814852
新北市,三重區,瑞德里,2,872,697,42,36,6204,-0.11153601019758
新北市,三重區,五福里,2,1196,1055,64,51,9300,-0.062638827187916
新北市,三重區,忠孝里,1,621,525,29,30,4689,-0.083769633507853
新北市,三重區,永順里,3,1720,1343,84,36,12612,-0.12308194580477
新北市,三重區,六福里,3,2020,1496,86,78,14079,-0.1490329920364
新北市,三重區,大安里,1,494,556,38,24,4299,0.059047619047619
新北市,三重區,永德里,3,1740,1418,112,75,12696,-0.10196326789107
新北市,三重區,永清里,3,2058,1506,99,54,14349,-0.15488215488215
新北市,三重區,慈化里,2,885,753,36,27,6624,-0.080586080586081
新北市,三重區,文化里,2,863,765,40,15,6198,-0.06019656019656
新北市,三重區,福樂里,2,1281,1027,73,33,9411,-0.11005199306759
新北市,三重區,福星里,1,344,293,22,18,2418,-0.080062794348509
新北市,三重區,福田里,2,1363,1058,57,24,9261,-0.12598099958695
新北市,三重區,碧華里,3,1623,1918,94,66,14112,0.083309799491669
新北市,三重區,五華里,2,1627,1289,85,72,11820,-0.1159122085048
新北市,三重區,永春里,1,612,653,46,33,5100,0.032411067193676
新北市,三重區,同安里,1,438,480,44,18,3855,0.045751633986928
新北市,三重區,六合里,2,1249,1229,72,72,9801,-0.0080710250201775
新北市,三重區,中山里,2,870,830,37,15,6786,-0.023529411764706
新北市,三重區,五常里,3,1510,1190,68,63,10575,-0.11851851851852
新北市,三重區,五谷里,2,744,624,42,30,5415,-0.087719298245614
新北市,三重區,長安里,2,758,732,31,45,5913,-0.01744966442953
新北市,三重區,長生里,1,343,250,18,21,2379,-0.15682967959528
新北市,三重區,重陽里,2,1151,1147,77,51,9210,-0.0017406440382942
新北市,三重區,永豐里,3,1984,1523,99,66,14148,-0.13145138294839
新北市,三重區,錦通里,1,555,528,32,12,4314,-0.024930747922438
新北市,三重區,民生里,3,1502,1282,85,54,10974,-0.079022988505747
新北市,三重區,慈祐里,3,1663,1330,69,69,12000,-0.11125960574674
新北市,三重區,厚德里,2,1238,1067,63,42,8880,-0.074186550976139
新北市,三重區,國隆里,2,880,875,53,42,6927,-0.0028490028490028
新北市,三重區,福安里,2,1072,881,61,45,7824,-0.097798259088582
新北市,三重區,永興里,1,440,470,22,36,3609,0.032967032967033
新北市,三重區,福民里,2,1137,1044,71,42,8697,-0.042640990371389
新北市,三重區,崇德里,3,1488,1167,83,48,10575,-0.12090395480226
新北市,三重區,溪美里,4,2633,2300,144,129,19602,-0.067504561118994
新北市,三重區,富貴里,3,1646,1759,94,81,13656,0.033186490455213
新北市,三重區,仁德里,2,745,619,27,27,5511,-0.092375366568915
新北市,三重區,光正里,1,573,758,40,24,5439,0.13899323816679
新北市,三重區,福隆里,2,1408,1244,88,63,10887,-0.06184012066365
新北市,三重區,永發里,3,2133,1647,82,72,14703,-0.12857142857143
新北市,三重區,維德里,2,1107,800,61,24,7593,-0.16098584163608
新北市,三重區,奕壽里,1,593,488,36,30,4452,-0.097132284921369
新北市,三重區,田安里,3,2011,1923,137,108,15573,-0.022369089984748
新北市,三重區,尚德里,2,1000,986,76,42,8049,-0.0070493454179255
新北市,三重區,大有里,3,1818,1618,87,63,13416,-0.058207217694994
新北市,三重區,永福里,3,1907,1441,73,60,13257,-0.13918757467145
新北市,三重區,博愛里,3,1524,1479,77,75,11763,-0.014985014985015
新北市,三重區,幸福里,3,1551,1353,115,69,11760,-0.068181818181818
新北市,三重區,大園里,2,892,762,59,39,6675,-0.078597339782346
新北市,三重區,永吉里,2,1002,900,53,39,7617,-0.053627760252366
新北市,三重區,過田里,3,1782,2160,124,84,21567,0.095890410958904
新北市,三重區,光華里,1,654,673,33,12,5328,0.014318010550113
新北市,三重區,富福里,2,759,606,34,42,5595,-0.11208791208791
新北市,三重區,仁義里,1,374,376,19,15,3045,0.0026666666666666
新北市,三重區,慈惠里,2,912,609,39,33,5949,-0.19921104536489
新北市,三重區,田中里,4,2271,1642,111,75,15360,-0.16074623051367
新北市,三重區,五順里,2,1323,1073,62,45,9804,-0.10434056761269
新北市,三重區,正義里,1,674,561,32,24,4779,-0.091497975708502
新北市,三重區,正德里,1,409,342,18,15,3012,-0.089214380825566
新北市,三重區,富華里,2,1093,954,66,42,8361,-0.06790425012213
新北市,三重區,慈生里,2,847,725,46,33,6264,-0.077608142493639
新北市,三重區,正安里,1,645,644,46,30,5241,-0.00077579519006987
新北市,三重區,慈愛里,2,1359,1059,54,42,9675,-0.12406947890819
新北市,三重區,長江里,1,701,600,37,48,5163,-0.077632590315142
新北市,三重區,中興里,2,1304,1114,63,75,9570,-0.078577336641853
新北市,三重區,永盛里,2,1233,867,64,69,8589,-0.17428571428571
新北市,三重區,秀江里,1,468,447,27,21,3609,-0.022950819672131
新北市,三重區,田心里,3,1389,1190,79,69,10383,-0.077161690577743
新北市,三重區,永煇里,2,1034,657,31,42,6774,-0.22294500295683
新北市,三重區,順德里,2,773,706,49,36,5943,-0.045300878972279
新北市,三重區,重新里,1,586,408,32,42,4023,-0.17907444668008
新北市,三重區,平和里,1,519,471,38,42,4155,-0.048484848484848
新北市,三重區,龍濱里,2,1093,1022,47,48,8415,-0.033569739952719
新北市,三重區,安慶里,2,752,604,37,45,5535,-0.10914454277286
新北市,三重區,錦田里,2,743,600,34,33,5457,-0.10647803425168
新北市,三重區,三民里,2,1112,978,46,36,8340,-0.064114832535885
新北市,三重區,仁忠里,2,1059,942,56,39,8388,-0.058470764617691
新北市,三重區,清和里,2,1172,1269,67,24,9804,0.039737812371979
新北市,三重區,福德里,2,1321,1183,65,51,10062,-0.055111821086262
新北市,三重區,同慶里,1,538,659,25,24,4740,0.10108604845447
新北市,三重區,立德里,2,1172,975,44,39,8370,-0.091755938518864
新北市,三重區,介壽里,1,386,418,26,27,3309,0.039800995024876
新北市,三重區,福祉里,3,1631,1694,91,69,13233,0.018947368421053
新北市,三重區,錦安里,2,632,611,46,21,5064,-0.016894609814964
新北市,三重區,中正里,1,473,480,26,33,3729,0.0073452256033577
新北市,三重區,培德里,2,1376,1106,75,21,9726,-0.10878323932313
新北市,三重區,承德里,1,610,542,25,27,4731,-0.059027777777778
新北市,樹林區,圳福里,3,1273,1407,90,75,11046,0.05
新北市,樹林區,山佳里,3,1631,1625,114,48,13611,-0.0018427518427518
新北市,樹林區,保安里,4,1959,2009,107,69,15864,0.012600806451613
新北市,樹林區,三興里,3,1308,1386,104,54,11751,0.028953229398664
新北市,樹林區,大同里,2,845,1157,53,24,8061,0.15584415584416
新北市,樹林區,彭福里,3,1441,1510,83,63,12438,0.023381904439173
新北市,樹林區,光興里,3,1129,1100,81,51,9372,-0.013010318528488
新北市,樹林區,南園里,5,2277,3893,227,111,25731,0.26191247974068
新北市,樹林區,中華里,2,872,984,64,27,7797,0.060344827586207
新北市,樹林區,北園里,2,780,531,48,27,5454,-0.18993135011442
新北市,樹林區,東陽里,4,1687,1822,98,105,14229,0.038472499287546
新北市,樹林區,樹人里,2,844,1212,65,42,8238,0.17898832684825
新北市,樹林區,彭厝里,3,1499,1396,89,57,12219,-0.035578583765112
新北市,樹林區,圳民里,2,828,841,38,48,6597,0.0077890952666266
新北市,樹林區,樹福里,2,1040,1184,49,81,8583,0.064748201438849
新北市,樹林區,彭興里,3,1733,1580,112,42,14313,-0.04618170842137
新北市,樹林區,三多里,2,1247,1114,64,42,9864,-0.056332062685303
新北市,樹林區,樹北里,1,334,351,33,21,2679,0.024817518248175
新北市,樹林區,樂山里,1,566,488,25,18,4362,-0.074003795066414
新北市,樹林區,金寮里,3,1248,1205,69,54,10134,-0.017529555646148
新北市,樹林區,圳生里,1,704,475,31,21,4674,-0.19423240033927
新北市,樹林區,寮里,3,1446,1367,88,69,11877,-0.028083896196232
新北市,樹林區,西園里,1,658,445,25,27,4506,-0.19310970081596
新北市,樹林區,三福里,3,1101,1324,72,60,10182,0.091958762886598
新北市,樹林區,樹德里,3,1176,1278,61,54,9684,0.041564792176039
新北市,樹林區,樹東里,1,387,458,35,9,3402,0.084023668639053
新北市,樹林區,坡內里,1,552,504,23,60,4218,-0.045454545454545
新北市,樹林區,中山里,3,1516,1458,87,54,12321,-0.019502353732347
新北市,樹林區,三龍里,2,709,689,35,21,5373,-0.014306151645207
新北市,樹林區,樹西里,3,1507,1796,97,72,13140,0.087496215561611
新北市,樹林區,育英里,2,898,1018,57,36,7530,0.062630480167015
新北市,樹林區,柑園里,4,1684,2600,119,45,17583,0.21381886087768
新北市,樹林區,東山里,2,1099,964,65,57,8526,-0.06543868153175
新北市,樹林區,和平里,3,1280,1165,71,72,10035,-0.047034764826176
新北市,樹林區,圳安里,3,1143,924,47,54,8424,-0.10595065312046
新北市,樹林區,東園里,1,650,437,26,27,4509,-0.19595216191352
新北市,樹林區,文林里,3,1438,1638,74,75,12600,0.065019505851756
新北市,樹林區,太順里,2,795,830,51,39,6957,0.021538461538462
新北市,樹林區,潭底里,3,1340,1193,49,33,11862,-0.058033951835768
新北市,瑞芳區,福住里,1,62,78,6,3,627,0.11428571428571
新北市,瑞芳區,瑞濱里,2,532,791,54,24,5928,0.1957671957672
新北市,瑞芳區,新峰里,2,718,1148,39,63,8208,0.23043944265809
新北市,瑞芳區,龍安里,1,174,256,25,21,1818,0.1906976744186
新北市,瑞芳區,永慶里,1,174,149,7,9,1500,-0.077399380804954
新北市,瑞芳區,濂新里,1,97,105,6,0,882,0.03960396039604
新北市,瑞芳區,上天里,2,422,458,45,36,3828,0.040909090909091
新北市,瑞芳區,龍潭里,1,218,334,14,27,2268,0.21014492753623
新北市,瑞芳區,新山里,1,122,172,5,3,1212,0.17006802721088
新北市,瑞芳區,碩仁里,1,46,49,5,3,378,0.031578947368421
新北市,瑞芳區,傑魚里,2,635,707,24,42,5601,0.053651266766021
新北市,瑞芳區,濂洞里,1,106,210,12,18,1548,0.32911392405063
新北市,瑞芳區,頌德里,1,109,123,10,9,1095,0.060344827586207
新北市,瑞芳區,深澳里,1,272,524,28,21,3576,0.31658291457286
新北市,瑞芳區,光復里,1,124,100,4,9,969,-0.10714285714286
新北市,瑞芳區,龍川里,2,461,651,38,42,4572,0.17086330935252
新北市,瑞芳區,龍山里,1,340,550,39,51,3939,0.23595505617978
新北市,瑞芳區,龍鎮里,1,369,501,27,42,3651,0.15172413793103
新北市,瑞芳區,柑坪里,1,385,392,23,36,3186,0.0090090090090089
新北市,瑞芳區,吉安里,3,807,1139,68,33,8451,0.17060637204522
新北市,瑞芳區,東和里,2,527,691,32,39,5145,0.13464696223317
新北市,瑞芳區,銅山里,1,83,83,6,6,657,0
新北市,瑞芳區,海濱里,1,294,467,43,15,3351,0.22733245729304
新北市,瑞芳區,龍興里,2,528,749,44,27,5238,0.17306186374315
新北市,瑞芳區,石山里,1,78,166,5,6,1146,0.36065573770492
新北市,瑞芳區,鼻頭里,1,233,304,14,12,2475,0.13221601489758
新北市,瑞芳區,南雅里,1,97,92,1,3,774,-0.026455026455027
新北市,瑞芳區,吉慶里,2,461,684,31,51,4935,0.19475982532751
新北市,瑞芳區,猴硐里,1,171,157,22,9,1455,-0.042682926829268
新北市,瑞芳區,基山里,1,170,158,6,12,1485,-0.036585365853659
新北市,瑞芳區,崇文里,1,112,113,4,18,1071,0.0044444444444445
